variant,calendar_date_et,symbol,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,gross_return_pct_on_50k,win_rate_pct
type1_sniper,2025-05-01,MNQ,8,-154.375,-15.4375,-19.296875,-0.3087500000000001,50.0
type1_sniper,2025-05-01,MYM,3,-48.125,-19.25,-16.041666666666668,-0.09625,33.33333333333333
type1_sniper,2025-05-02,MES,1,-237.5,-9.5,-237.5,-0.475,0.0
type1_sniper,2025-05-02,MNQ,1,-447.5,-44.75,-447.5,-0.895,0.0
type1_sniper,2025-05-02,MYM,1,-123.125,-49.25,-123.125,-0.24625,0.0
type1_sniper,2025-05-06,MES,1,-137.5,-5.5,-137.5,-0.27499999999999997,0.0
type1_sniper,2025-05-06,MGC,2,345.00000000000455,6.900000000000091,172.50000000000227,0.690000000000009,50.0
type1_sniper,2025-05-06,MNQ,1,-247.5,-24.75,-247.5,-0.49500000000000005,0.0
type1_sniper,2025-05-08,MES,3,1100.0,44.0,366.6666666666667,2.2,66.66666666666666
type1_sniper,2025-05-08,MGC,2,-490.0000000000091,-9.800000000000182,-245.00000000000455,-0.9800000000000182,0.0
type1_sniper,2025-05-08,MNQ,5,682.5,68.25,136.5,1.3649999999999998,40.0
type1_sniper,2025-05-08,MYM,3,-65.625,-26.25,-21.875,-0.13125000000000003,33.33333333333333
type1_sniper,2025-05-09,MCL,1,-274.9999999999986,-0.5499999999999972,-274.9999999999986,-0.5499999999999972,0.0
type1_sniper,2025-05-13,MES,1,-406.25,-16.25,-406.25,-0.8125,0.0
type1_sniper,2025-05-13,MNQ,1,-145.0,-14.5,-145.0,-0.29,0.0
type1_sniper,2025-05-14,MNQ,3,-283.75,-28.375,-94.58333333333333,-0.5675000000000001,33.33333333333333
type1_sniper,2025-05-15,MES,5,2356.25,94.25,471.25,4.7125,80.0
type1_sniper,2025-05-15,MGC,5,2089.3749999999727,41.787499999999454,417.87499999999454,4.178749999999946,60.0
