side,setup_type,bridge_type,entry_variant,setup_tier,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,entry_time,exit_time,return_pct,pnl,symbol,exchange,timeframe,report_contracts,dollars_per_point,entry_time_et,exit_time_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,calendar_exit_date_et,exit_apex_session_date,realized_points,gross_pnl_dollars_dynamic,planned_target_dollars_dynamic
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4851.85,4833.966785714286,4890.9,4869.733214285715,4890.9,17.88321428571453,39.04999999999927,2.1836119265871123,4851.3,4868.9,2026-01-21 07:30:00,2026-01-21 08:24:00,0.0036278935543048174,175.99999999999454,MGC,tradovate,1m,5,50.0,2026-01-21 02:30:00-05:00,2026-01-21 03:24:00-05:00,2026-01-21 02:30:00,2026-01-21 03:24:00,2026-01,2026-01,2026-01-21,2026-01-20,17.599999999999454,879.9999999999727,1952.4999999999636
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6846.5,6859.25,6814.5,6839.25,6814.5,12.75,32.0,2.5098039215686274,6846.5,6833.5,2026-01-21 09:44:00,2026-01-21 11:43:00,0.0018987803987439156,91.0,MES,tradovate,1m,5,25.0,2026-01-21 04:44:00-05:00,2026-01-21 06:43:00-05:00,2026-01-21 04:44:00,2026-01-21 06:43:00,2026-01,2026-01,2026-01-21,2026-01-20,13.0,325.0,800.0
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4851.85,4833.966785714286,4890.9,4869.733214285715,4890.9,17.88321428571453,39.04999999999927,2.1836119265871123,4851.3,4851.3,2026-01-21 07:30:00,2026-01-21 14:05:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2026-01-21 02:30:00-05:00,2026-01-21 09:05:00-05:00,2026-01-21 02:30:00,2026-01-21 09:05:00,2026-01,2026-01,2026-01-21,2026-01-20,0.0,0.0,1952.4999999999636
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6846.5,6859.25,6814.5,6839.25,6814.5,12.75,32.0,2.5098039215686274,6846.5,6846.5,2026-01-21 09:44:00,2026-01-21 14:10:00,-0.0,-0.0,MES,tradovate,1m,5,25.0,2026-01-21 04:44:00-05:00,2026-01-21 09:10:00-05:00,2026-01-21 04:44:00,2026-01-21 09:10:00,2026-01,2026-01,2026-01-21,2026-01-20,0.0,0.0,800.0
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4838.65,4827.424285714285,4970.0,4849.875714285714,4970.0,11.225714285714275,131.35000000000036,11.700814456604776,4837.6,4827.424285714285,2026-01-22 07:20:00,2026-01-22 08:10:00,-0.0021034633466419095,-203.51428571430006,MGC,tradovate,1m,5,50.0,2026-01-22 02:20:00-05:00,2026-01-22 03:10:00-05:00,2026-01-22 02:20:00,2026-01-22 03:10:00,2026-01,2026-01,2026-01-22,2026-01-21,-10.175714285715003,-508.78571428575015,6567.500000000018
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4832.7,4822.770714285714,4970.0,4842.129285714285,4970.0,9.92928571428547,137.30000000000018,13.827782173944678,4832.6,4822.770714285714,2026-01-22 08:56:00,2026-01-22 09:32:00,-0.002033953920102194,-196.58571428572031,MGC,tradovate,1m,5,50.0,2026-01-22 03:56:00-05:00,2026-01-22 04:32:00-05:00,2026-01-22 03:56:00,2026-01-22 04:32:00,2026-01,2026-01,2026-01-22,2026-01-21,-9.829285714286016,-491.4642857143008,6865.000000000009
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4962.25,4958.25,4970.25,4966.25,4970.25,4.0,8.0,2.0,4961.9,4966.7,2026-01-23 05:42:00,2026-01-23 05:48:00,0.0009673713698381547,48.00000000000182,MGC,tradovate,1m,5,50.0,2026-01-23 00:42:00-05:00,2026-01-23 00:48:00-05:00,2026-01-23 00:42:00,2026-01-23 00:48:00,2026-01,2026-01,2026-01-23,2026-01-22,4.800000000000182,240.0000000000091,400.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4962.25,4958.25,4970.25,4966.25,4970.25,4.0,8.0,2.0,4961.9,4961.9,2026-01-23 05:42:00,2026-01-23 05:58:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2026-01-23 00:42:00-05:00,2026-01-23 00:58:00-05:00,2026-01-23 00:42:00,2026-01-23 00:58:00,2026-01,2026-01,2026-01-23,2026-01-22,0.0,0.0,400.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,49589.0,49502.25,49765.0,49652.25,49765.0,86.75,176.0,2.0288184438040346,49591.0,49502.25,2026-01-23 01:34:00,2026-01-23 08:55:00,-0.0017896392490572843,-177.5,MYM,tradovate,1m,5,2.5,2026-01-22 20:34:00-05:00,2026-01-23 03:55:00-05:00,2026-01-22 20:34:00,2026-01-23 03:55:00,2026-01,2026-01,2026-01-23,2026-01-22,-88.75,-221.875,440.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25666.25,25624.75,25845.75,25674.75,25845.75,41.5,179.5,4.325301204819277,25666.25,25624.75,2026-01-26 01:54:00,2026-01-26 02:43:00,-0.0016169093654118116,-124.5,NQ,tradovate,1m,5,10.0,2026-01-25 20:54:00-05:00,2026-01-25 21:43:00-05:00,2026-01-25 20:54:00,2026-01-25 21:43:00,2026-01,2026-01,2026-01-25,2026-01-25,-41.5,-415.0,1795.0
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,25664.25,25639.0,26002.75,25689.0,26002.75,25.25,338.5,13.405940594059405,25664.25,25692.25,2026-01-26 05:29:00,2026-01-26 06:17:00,0.001091011816047649,56.0,NQ,tradovate,1m,5,10.0,2026-01-26 00:29:00-05:00,2026-01-26 01:17:00-05:00,2026-01-26 00:29:00,2026-01-26 01:17:00,2026-01,2026-01,2026-01-26,2026-01-25,28.0,280.0,3385.0
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,5094.6,5090.45,5107.9,5098.45,5107.9,4.150000000000546,13.299999999999272,3.204819277107837,5094.5,5090.45,2026-01-26 08:18:00,2026-01-26 08:41:00,-0.0007949749730101763,-76.95000000000346,MGC,tradovate,1m,5,50.0,2026-01-26 03:18:00-05:00,2026-01-26 03:41:00-05:00,2026-01-26 03:18:00,2026-01-26 03:41:00,2026-01,2026-01,2026-01-26,2026-01-25,-4.050000000000182,-202.5000000000091,664.9999999999636
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,25664.25,25639.0,26002.75,25689.0,26002.75,25.25,338.5,13.405940594059405,25664.25,25664.25,2026-01-26 05:29:00,2026-01-26 09:31:00,0.0,0.0,NQ,tradovate,1m,5,10.0,2026-01-26 00:29:00-05:00,2026-01-26 04:31:00-05:00,2026-01-26 00:29:00,2026-01-26 04:31:00,2026-01,2026-01,2026-01-26,2026-01-25,0.0,0.0,3385.0
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,5095.75,5091.75,5107.9,5099.75,5107.9,4.0,12.149999999999636,3.037499999999909,5095.5,5091.75,2026-01-26 09:32:00,2026-01-26 09:39:00,-0.0007359434795407571,-71.25,MGC,tradovate,1m,5,50.0,2026-01-26 04:32:00-05:00,2026-01-26 04:39:00-05:00,2026-01-26 04:32:00,2026-01-26 04:39:00,2026-01,2026-01,2026-01-26,2026-01-25,-3.75,-187.5,607.4999999999818
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25916.5,25886.0,26002.75,25936.0,26002.75,30.5,86.25,2.8278688524590163,25916.5,25949.0,2026-01-27 01:32:00,2026-01-27 02:11:00,0.001254027357089127,65.0,NQ,tradovate,1m,5,10.0,2026-01-26 20:32:00-05:00,2026-01-26 21:11:00-05:00,2026-01-26 20:32:00,2026-01-26 21:11:00,2026-01,2026-01,2026-01-26,2026-01-26,32.5,325.0,862.5
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6986.0,6976.0,7006.0,6996.0,7006.0,10.0,20.0,2.0,6985.5,6995.75,2026-01-27 01:19:00,2026-01-27 02:57:00,0.0014673251735737303,71.75,MES,tradovate,1m,5,25.0,2026-01-26 20:19:00-05:00,2026-01-26 21:57:00-05:00,2026-01-26 20:19:00,2026-01-26 21:57:00,2026-01,2026-01,2026-01-26,2026-01-26,10.25,256.25,500.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,49445.0,49362.25,49587.25,49512.25,49587.25,82.75,142.25,1.7190332326283988,49445.0,49530.0,2026-01-27 02:02:00,2026-01-27 04:11:00,0.001719081808069678,85.0,MYM,tradovate,1m,5,2.5,2026-01-26 21:02:00-05:00,2026-01-26 23:11:00-05:00,2026-01-26 21:02:00,2026-01-26 23:11:00,2026-01,2026-01,2026-01-26,2026-01-26,85.0,212.5,355.625
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25916.5,25886.0,26002.75,25936.0,26002.75,30.5,86.25,2.8278688524590163,25916.5,26002.75,2026-01-27 01:32:00,2026-01-27 05:51:00,0.0033279956784288967,86.25,NQ,tradovate,1m,5,10.0,2026-01-26 20:32:00-05:00,2026-01-27 00:51:00-05:00,2026-01-26 20:32:00,2026-01-27 00:51:00,2026-01,2026-01,2026-01-27,2026-01-26,86.25,862.5,862.5
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6986.0,6976.0,7006.0,6996.0,7006.0,10.0,20.0,2.0,6985.5,7006.0,2026-01-27 01:19:00,2026-01-27 06:05:00,0.0029346503471476826,143.5,MES,tradovate,1m,5,25.0,2026-01-26 20:19:00-05:00,2026-01-27 01:05:00-05:00,2026-01-26 20:19:00,2026-01-27 01:05:00,2026-01,2026-01,2026-01-27,2026-01-26,20.5,512.5,500.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,5078.8,5067.077857142857,5244.5,5088.622142857143,5244.5,11.722142857142899,165.69999999999982,14.135640728779412,5078.6,5092.2,2026-01-27 05:51:00,2026-01-27 07:35:00,0.0026779033591932677,135.99999999999454,MGC,tradovate,1m,5,50.0,2026-01-27 00:51:00-05:00,2026-01-27 02:35:00-05:00,2026-01-27 00:51:00,2026-01-27 02:35:00,2026-01,2026-01,2026-01-27,2026-01-26,13.599999999999454,679.9999999999727,8284.99999999999
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,5078.8,5067.077857142857,5244.5,5088.622142857143,5244.5,11.722142857142899,165.69999999999982,14.135640728779412,5078.6,5078.6,2026-01-27 05:51:00,2026-01-27 08:06:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2026-01-27 00:51:00-05:00,2026-01-27 03:06:00-05:00,2026-01-27 00:51:00,2026-01-27 03:06:00,2026-01,2026-01,2026-01-27,2026-01-26,0.0,0.0,8284.99999999999
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,25984.75,25959.75,26228.25,26009.75,26228.25,25.0,243.5,9.74,25979.25,26003.75,2026-01-27 08:43:00,2026-01-27 10:51:00,0.0009430603269917626,49.0,NQ,tradovate,1m,5,10.0,2026-01-27 03:43:00-05:00,2026-01-27 05:51:00-05:00,2026-01-27 03:43:00,2026-01-27 05:51:00,2026-01,2026-01,2026-01-27,2026-01-26,24.5,245.0,2435.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,49445.0,49362.25,49587.25,49512.25,49587.25,82.75,142.25,1.7190332326283988,49445.0,49445.0,2026-01-27 02:02:00,2026-01-27 11:25:00,0.0,0.0,MYM,tradovate,1m,5,2.5,2026-01-26 21:02:00-05:00,2026-01-27 06:25:00-05:00,2026-01-26 21:02:00,2026-01-27 06:25:00,2026-01,2026-01,2026-01-27,2026-01-26,0.0,0.0,355.625
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,25984.75,25959.75,26228.25,26009.75,26228.25,25.0,243.5,9.74,25979.25,25979.25,2026-01-27 08:43:00,2026-01-27 14:30:00,0.0,0.0,NQ,tradovate,1m,5,10.0,2026-01-27 03:43:00-05:00,2026-01-27 09:30:00-05:00,2026-01-27 03:43:00,2026-01-27 09:30:00,2026-01,2026-01,2026-01-27,2026-01-26,0.0,0.0,2435.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,5190.35,5168.674642857143,5244.5,5212.0253571428575,5244.5,21.675357142857138,54.149999999999636,2.498228732431481,5190.2,5215.8,2026-01-28 01:30:00,2026-01-28 01:46:00,0.0049323725482641745,256.00000000000364,MGC,tradovate,1m,5,50.0,2026-01-27 20:30:00-05:00,2026-01-27 20:46:00-05:00,2026-01-27 20:30:00,2026-01-27 20:46:00,2026-01,2026-01,2026-01-27,2026-01-27,25.600000000000364,1280.0000000000182,2707.499999999982
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,5190.35,5168.674642857143,5244.5,5212.0253571428575,5244.5,21.675357142857138,54.149999999999636,2.498228732431481,5190.2,5244.5,2026-01-28 01:30:00,2026-01-28 05:05:00,0.010462024584794394,488.70000000000164,MGC,tradovate,1m,5,50.0,2026-01-27 20:30:00-05:00,2026-01-28 00:05:00-05:00,2026-01-27 20:30:00,2026-01-28 00:05:00,2026-01,2026-01,2026-01-28,2026-01-27,54.30000000000018,2715.000000000009,2707.499999999982
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,26225.5,26200.5,26275.5,26250.5,26275.5,25.0,50.0,2.0,26224.25,26275.5,2026-01-28 04:28:00,2026-01-28 06:00:00,0.001954298025682366,153.75,NQ,tradovate,1m,5,10.0,2026-01-27 23:28:00-05:00,2026-01-28 01:00:00-05:00,2026-01-27 23:28:00,2026-01-28 01:00:00,2026-01,2026-01,2026-01-28,2026-01-27,51.25,512.5,500.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,7027.0,7017.0,7047.0,7037.0,7047.0,10.0,20.0,2.0,7026.75,7037.5,2026-01-28 02:53:00,2026-01-28 06:01:00,0.001529868004411794,75.25,MES,tradovate,1m,5,25.0,2026-01-27 21:53:00-05:00,2026-01-28 01:01:00-05:00,2026-01-27 21:53:00,2026-01-28 01:01:00,2026-01,2026-01,2026-01-28,2026-01-27,10.75,268.75,500.0
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,5274.15,5262.256428571429,5555.8,5286.04357142857,5555.8,11.893571428570795,281.65000000000055,23.680860008409212,5272.3,5285.5,2026-01-28 07:20:00,2026-01-28 07:52:00,0.0025036511579386023,131.99999999999818,MGC,tradovate,1m,5,50.0,2026-01-28 02:20:00-05:00,2026-01-28 02:52:00-05:00,2026-01-28 02:20:00,2026-01-28 02:52:00,2026-01,2026-01,2026-01-28,2026-01-27,13.199999999999818,659.9999999999909,14082.500000000027
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,26319.0,26287.38482142857,26373.980357142857,26345.11517857143,26373.980357142857,31.61517857142826,54.98035714285652,1.7390493942218055,26319.25,26287.38482142857,2026-01-28 07:45:00,2026-01-28 08:18:00,-0.0012107175763529376,-95.59553571428478,NQ,tradovate,1m,5,10.0,2026-01-28 02:45:00-05:00,2026-01-28 03:18:00-05:00,2026-01-28 02:45:00,2026-01-28 03:18:00,2026-01,2026-01,2026-01-28,2026-01-27,-31.86517857142826,-318.6517857142826,549.8035714285652
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,7027.0,7017.0,7047.0,7037.0,7047.0,10.0,20.0,2.0,7026.75,7026.75,2026-01-28 02:53:00,2026-01-28 08:50:00,0.0,0.0,MES,tradovate,1m,5,25.0,2026-01-27 21:53:00-05:00,2026-01-28 03:50:00-05:00,2026-01-27 21:53:00,2026-01-28 03:50:00,2026-01,2026-01,2026-01-28,2026-01-27,0.0,0.0,500.0
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,5274.15,5262.256428571429,5555.8,5286.04357142857,5555.8,11.893571428570795,281.65000000000055,23.680860008409212,5272.3,5272.3,2026-01-28 07:20:00,2026-01-28 09:16:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2026-01-28 02:20:00-05:00,2026-01-28 04:16:00-05:00,2026-01-28 02:20:00,2026-01-28 04:16:00,2026-01,2026-01,2026-01-28,2026-01-27,0.0,0.0,14082.500000000027
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,26286.5,26250.563392857144,26353.12321428571,26318.936607142856,26353.12321428571,35.93660714285579,66.62321428571158,1.8539094138984764,26286.5,26324.5,2026-01-28 09:52:00,2026-01-28 11:54:00,0.0014456089627756796,76.0,NQ,tradovate,1m,5,10.0,2026-01-28 04:52:00-05:00,2026-01-28 06:54:00-05:00,2026-01-28 04:52:00,2026-01-28 06:54:00,2026-01,2026-01,2026-01-28,2026-01-27,38.0,380.0,666.2321428571158
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,26286.5,26250.563392857144,26353.12321428571,26318.936607142856,26353.12321428571,35.93660714285579,66.62321428571158,1.8539094138984764,26286.5,26250.563392857144,2026-01-28 09:52:00,2026-01-28 14:10:00,-0.0013671126678278522,-35.93660714285579,NQ,tradovate,1m,5,10.0,2026-01-28 04:52:00-05:00,2026-01-28 09:10:00-05:00,2026-01-28 04:52:00,2026-01-28 09:10:00,2026-01,2026-01,2026-01-28,2026-01-27,-35.93660714285579,-359.3660714285579,666.2321428571158
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,26189.5,26159.5,26349.0,26209.5,26349.0,30.0,159.5,5.316666666666666,26188.75,26224.25,2026-01-29 03:20:00,2026-01-29 04:21:00,0.00135554388811987,71.0,NQ,tradovate,1m,5,10.0,2026-01-28 22:20:00-05:00,2026-01-28 23:21:00-05:00,2026-01-28 22:20:00,2026-01-28 23:21:00,2026-01,2026-01,2026-01-28,2026-01-28,35.5,355.0,1595.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,5528.8,5500.601428571428,5582.947142857144,5555.498571428572,5582.947142857144,28.198571428571995,54.14714285714399,1.9202087238461945,5529.2,5561.9,2026-01-29 03:15:00,2026-01-29 06:01:00,0.0059140562830064525,294.29999999999836,MGC,tradovate,1m,5,50.0,2026-01-28 22:15:00-05:00,2026-01-29 01:01:00-05:00,2026-01-28 22:15:00,2026-01-29 01:01:00,2026-01,2026-01,2026-01-29,2026-01-28,32.69999999999982,1634.999999999991,2707.3571428571995
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,5528.8,5500.601428571428,5582.947142857144,5555.498571428572,5582.947142857144,28.198571428571995,54.14714285714399,1.9202087238461945,5529.2,5582.947142857144,2026-01-29 03:15:00,2026-01-29 06:21:00,0.0097206002418333,483.7242857142992,MGC,tradovate,1m,5,50.0,2026-01-28 22:15:00-05:00,2026-01-29 01:21:00-05:00,2026-01-28 22:15:00,2026-01-29 01:21:00,2026-01,2026-01,2026-01-29,2026-01-28,53.747142857144354,2687.3571428572177,2707.3571428571995
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,7016.0,7006.0,7043.25,7026.0,7043.25,10.0,27.25,2.725,7015.75,7025.75,2026-01-29 05:21:00,2026-01-29 07:36:00,0.0014253643587642806,70.0,MES,tradovate,1m,5,25.0,2026-01-29 00:21:00-05:00,2026-01-29 02:36:00-05:00,2026-01-29 00:21:00,2026-01-29 02:36:00,2026-01,2026-01,2026-01-29,2026-01-28,10.0,250.0,681.25
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,7016.0,7006.0,7043.25,7026.0,7043.25,10.0,27.25,2.725,7015.75,7015.75,2026-01-29 05:21:00,2026-01-29 10:56:00,0.0,0.0,MES,tradovate,1m,5,25.0,2026-01-29 00:21:00-05:00,2026-01-29 05:56:00-05:00,2026-01-29 00:21:00,2026-01-29 05:56:00,2026-01,2026-01,2026-01-29,2026-01-28,0.0,0.0,681.25
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,26189.5,26159.5,26349.0,26209.5,26349.0,30.0,159.5,5.316666666666666,26188.75,26188.75,2026-01-29 03:20:00,2026-01-29 10:58:00,0.0,0.0,NQ,tradovate,1m,5,10.0,2026-01-28 22:20:00-05:00,2026-01-29 05:58:00-05:00,2026-01-28 22:20:00,2026-01-29 05:58:00,2026-01,2026-01,2026-01-29,2026-01-28,0.0,0.0,1595.0
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,49140.0,49298.43571428571,48825.37857142858,48983.06428571429,48825.37857142858,158.43571428571158,314.62142857142317,1.9857986565078218,49139.0,49298.43571428571,2026-01-28 14:51:00,2026-01-29 11:30:00,-0.003244586057626453,-318.87142857142317,MYM,tradovate,1m,5,2.5,2026-01-28 09:51:00-05:00,2026-01-29 06:30:00-05:00,2026-01-28 09:51:00,2026-01-29 06:30:00,2026-01,2026-01,2026-01-29,2026-01-28,-159.43571428571158,-398.58928571427896,786.5535714285579
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48960.0,49039.75,48798.0,48889.75,48798.0,79.75,162.0,2.031347962382445,48956.0,48873.0,2026-01-30 02:05:00,2026-01-30 06:26:00,0.0016953999509763396,83.0,MYM,tradovate,1m,5,2.5,2026-01-29 21:05:00-05:00,2026-01-30 01:26:00-05:00,2026-01-29 21:05:00,2026-01-30 01:26:00,2026-01,2026-01,2026-01-30,2026-01-29,83.0,207.5,405.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48960.0,49039.75,48798.0,48889.75,48798.0,79.75,162.0,2.031347962382445,48956.0,48798.0,2026-01-30 02:05:00,2026-01-30 06:57:00,0.003227387858485198,158.0,MYM,tradovate,1m,5,2.5,2026-01-29 21:05:00-05:00,2026-01-30 01:57:00-05:00,2026-01-29 21:05:00,2026-01-30 01:57:00,2026-01,2026-01,2026-01-30,2026-01-29,158.0,395.0,405.0
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,48769.75,48844.75,48619.75,48694.75,48619.75,75.0,150.0,2.0,48773.0,48844.75,2026-01-30 08:00:00,2026-01-30 08:57:00,-0.001471100813974946,-143.5,MYM,tradovate,1m,5,2.5,2026-01-30 03:00:00-05:00,2026-01-30 03:57:00-05:00,2026-01-30 03:00:00,2026-01-30 03:57:00,2026-01,2026-01,2026-01-30,2026-01-29,-71.75,-179.375,375.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6914.5,6927.25,6872.5,6907.25,6872.5,12.75,42.0,3.2941176470588234,6914.5,6900.25,2026-02-02 02:18:00,2026-02-02 03:15:00,0.0020608865427724776,99.75,MES,tradovate,1m,5,25.0,2026-02-01 21:18:00-05:00,2026-02-01 22:15:00-05:00,2026-02-01 21:18:00,2026-02-01 22:15:00,2026-02,2026-02,2026-02-01,2026-02-01,14.25,356.25,1050.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25400.5,25454.60892857143,25216.25,25388.39107142857,25216.25,54.108928571429715,184.25,3.4051681462657277,25401.25,25339.5,2026-02-02 02:18:00,2026-02-02 03:15:00,0.0024309827272279705,123.5,NQ,tradovate,1m,5,10.0,2026-02-01 21:18:00-05:00,2026-02-01 22:15:00-05:00,2026-02-01 21:18:00,2026-02-01 22:15:00,2026-02,2026-02,2026-02-01,2026-02-01,61.75,617.5,1842.5
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48769.75,48844.75,48555.0,48694.75,48555.0,75.0,214.75,2.8633333333333333,48779.0,48701.0,2026-02-02 02:51:00,2026-02-02 03:35:00,0.0015990487709874879,78.0,MYM,tradovate,1m,5,2.5,2026-02-01 21:51:00-05:00,2026-02-01 22:35:00-05:00,2026-02-01 21:51:00,2026-02-01 22:35:00,2026-02,2026-02,2026-02-01,2026-02-01,78.0,195.0,536.875
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25400.5,25454.60892857143,25216.25,25388.39107142857,25216.25,54.108928571429715,184.25,3.4051681462657277,25401.25,25216.25,2026-02-02 02:18:00,2026-02-02 06:10:00,0.0072831061463510816,185.0,NQ,tradovate,1m,5,10.0,2026-02-01 21:18:00-05:00,2026-02-02 01:10:00-05:00,2026-02-01 21:18:00,2026-02-02 01:10:00,2026-02,2026-02,2026-02-02,2026-02-01,185.0,1850.0,1842.5
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6914.5,6927.25,6872.5,6907.25,6872.5,12.75,42.0,3.2941176470588234,6914.5,6872.5,2026-02-02 02:18:00,2026-02-02 06:15:00,0.006074191915539817,294.0,MES,tradovate,1m,5,25.0,2026-02-01 21:18:00-05:00,2026-02-02 01:15:00-05:00,2026-02-01 21:18:00,2026-02-02 01:15:00,2026-02,2026-02,2026-02-02,2026-02-01,42.0,1050.0,1050.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48769.75,48844.75,48555.0,48694.75,48555.0,75.0,214.75,2.8633333333333333,48779.0,48555.0,2026-02-02 02:51:00,2026-02-02 06:23:00,0.004592140060271865,224.0,MYM,tradovate,1m,5,2.5,2026-02-01 21:51:00-05:00,2026-02-02 01:23:00-05:00,2026-02-01 21:51:00,2026-02-02 01:23:00,2026-02,2026-02,2026-02-02,2026-02-01,224.0,560.0,536.875
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,4743.2,4821.8525,4424.0,4667.447499999999,4424.0,78.65250000000015,319.1999999999998,4.058357967006761,4742.5,4661.9,2026-02-02 15:08:00,2026-02-02 15:54:00,0.016995255666842457,806.0000000000036,MGC,tradovate,1m,5,50.0,2026-02-02 10:08:00-05:00,2026-02-02 10:54:00-05:00,2026-02-02 10:08:00,2026-02-02 10:54:00,2026-02,2026-02,2026-02-02,2026-02-01,80.60000000000036,4030.000000000018,15959.99999999999
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,4743.2,4821.8525,4424.0,4667.447499999999,4424.0,78.65250000000015,319.1999999999998,4.058357967006761,4742.5,4742.5,2026-02-02 15:08:00,2026-02-02 23:08:00,-0.0,-0.0,MGC,tradovate,1m,5,50.0,2026-02-02 10:08:00-05:00,2026-02-02 18:08:00-05:00,2026-02-02 10:08:00,2026-02-02 18:08:00,2026-02,2026-02,2026-02-02,2026-02-02,0.0,0.0,15959.99999999999
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25980.75,25955.75,26030.75,26005.75,26030.75,25.0,50.0,2.0,25979.75,25955.5,2026-02-03 04:43:00,2026-02-03 05:11:00,-0.0009334192977222822,-72.75,NQ,tradovate,1m,5,10.0,2026-02-02 23:43:00-05:00,2026-02-03 00:11:00-05:00,2026-02-02 23:43:00,2026-02-03 00:11:00,2026-02,2026-02,2026-02-03,2026-02-02,-24.25,-242.5,500.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,7013.25,7003.0,7033.0,7023.0,7033.0,10.25,19.75,1.9268292682926829,7013.25,7023.25,2026-02-03 02:57:00,2026-02-03 06:18:00,0.0014258724557087987,70.0,MES,tradovate,1m,5,25.0,2026-02-02 21:57:00-05:00,2026-02-03 01:18:00-05:00,2026-02-02 21:57:00,2026-02-03 01:18:00,2026-02,2026-02,2026-02-03,2026-02-02,10.0,250.0,493.75
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,26001.25,25966.5,26041.5,26016.5,26041.5,34.75,40.25,1.158273381294964,26000.25,25966.5,2026-02-03 07:11:00,2026-02-03 09:24:00,-0.0012980644416880072,-101.25,NQ,tradovate,1m,5,10.0,2026-02-03 02:11:00-05:00,2026-02-03 04:24:00-05:00,2026-02-03 02:11:00,2026-02-03 04:24:00,2026-02,2026-02,2026-02-03,2026-02-02,-33.75,-337.5,402.5
