side,setup_type,bridge_type,entry_variant,setup_tier,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,entry_time,exit_time,return_pct,pnl,symbol,exchange,timeframe,report_contracts,dollars_per_point,entry_time_et,exit_time_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,calendar_exit_date_et,exit_apex_session_date,realized_points,gross_pnl_dollars_dynamic,planned_target_dollars_dynamic,entry_in_apex_hours,exit_in_apex_hours,apex_hours_ok,forced_flat_before_close_ok
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25258.25,25344.814285714285,25021.5,25171.685714285715,25021.5,86.56428571428478,236.75,2.734961630497595,25261.0,25021.5,2025-11-13 15:46:00,2025-11-13 18:37:00,0.009481018170302002,239.5,NQ,tradovate,1m,5,10.0,2025-11-13 10:46:00-05:00,2025-11-13 13:37:00-05:00,2025-11-13 10:46:00,2025-11-13 13:37:00,2025-11,2025-11,2025-11-13,2025-11-12,239.5,2395.0,2367.5,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6740.25,6753.510714285714,6670.5,6726.989285714286,6670.5,13.26071428571413,69.75,5.25989765688129,6741.25,6753.510714285714,2025-11-14 07:15:00,2025-11-14 09:02:00,-0.0018187597679530931,-171.64999999999782,MES,tradovate,1m,5,25.0,2025-11-14 02:15:00-05:00,2025-11-14 04:02:00-05:00,2025-11-14 02:15:00,2025-11-14 04:02:00,2025-11,2025-11,2025-11-14,2025-11-13,-12.26071428571413,-306.51785714285325,1743.75,True,True,True,True
SHORT,LONDON_CONTINUATION,MSS,PULLBACK_1M,A,24967.75,25077.6875,24626.0,24863.8125,24626.0,109.9375,341.75,3.108584422967595,24969.0,24855.75,2025-11-14 07:16:00,2025-11-14 11:13:00,0.004535624173975683,226.5,NQ,tradovate,1m,5,10.0,2025-11-14 02:16:00-05:00,2025-11-14 06:13:00-05:00,2025-11-14 02:16:00,2025-11-14 06:13:00,2025-11,2025-11,2025-11-14,2025-11-13,113.25,1132.5,3417.5,True,True,True,True
SHORT,LONDON_CONTINUATION,MSS,PULLBACK_1M,A,24967.75,25077.6875,24626.0,24863.8125,24626.0,109.9375,341.75,3.108584422967595,24969.0,24969.0,2025-11-14 07:16:00,2025-11-14 14:56:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-14 02:16:00-05:00,2025-11-14 09:56:00-05:00,2025-11-14 02:16:00,2025-11-14 09:56:00,2025-11,2025-11,2025-11-14,2025-11-13,0.0,0.0,3417.5,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,47065.0,47162.107142857145,46397.0,46995.392857142855,46397.0,97.10714285714494,668.0,6.87899963221758,47061.0,46953.0,2025-11-17 16:07:00,2025-11-17 16:17:00,0.0022948938611588865,108.0,MYM,tradovate,1m,5,2.5,2025-11-17 11:07:00-05:00,2025-11-17 11:17:00-05:00,2025-11-17 11:07:00,2025-11-17 11:17:00,2025-11,2025-11,2025-11-17,2025-11-16,108.0,270.0,1670.0,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,47065.0,47162.107142857145,46397.0,46995.392857142855,46397.0,97.10714285714494,668.0,6.87899963221758,47061.0,47162.107142857145,2025-11-17 16:07:00,2025-11-17 16:32:00,-0.0021484274209460086,-101.10714285714494,MYM,tradovate,1m,5,2.5,2025-11-17 11:07:00-05:00,2025-11-17 11:32:00-05:00,2025-11-17 11:07:00,2025-11-17 11:32:00,2025-11,2025-11,2025-11-17,2025-11-16,-101.10714285714494,-252.76785714286234,1670.0,True,True,True,True
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,6702.25,6737.348214285715,6632.053571428571,6667.151785714285,6632.053571428571,35.098214285714675,70.19642857142935,2.0,6703.75,6664.25,2025-11-17 18:59:00,2025-11-17 20:00:00,0.005892224501211962,276.5,MES,tradovate,1m,5,25.0,2025-11-17 13:59:00-05:00,2025-11-17 15:00:00-05:00,2025-11-17 13:59:00,2025-11-17 15:00:00,2025-11,2025-11,2025-11-17,2025-11-16,39.5,987.5,1754.9107142857338,True,True,True,True
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,6702.25,6737.348214285715,6632.053571428571,6667.151785714285,6632.053571428571,35.098214285714675,70.19642857142935,2.0,6703.75,6695.75,2025-11-17 18:59:00,2025-11-17 21:51:00,0.001193361924296088,56.0,MES,tradovate,1m,5,25.0,2025-11-17 13:59:00-05:00,2025-11-17 16:51:00-05:00,2025-11-17 13:59:00,2025-11-17 16:51:00,2025-11,2025-11,2025-11-17,2025-11-16,8.0,200.0,1754.9107142857338,True,True,True,True
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,24895.0,25055.86875,24573.262499999997,24734.13125,24573.262499999997,160.86875000000146,321.7375000000029,2.0,24895.75,24896.5,2025-11-17 18:59:00,2025-11-17 21:51:00,-3.0125623851517958e-05,-3.0,NQ,tradovate,1m,5,10.0,2025-11-17 13:59:00-05:00,2025-11-17 16:51:00-05:00,2025-11-17 13:59:00,2025-11-17 16:51:00,2025-11,2025-11,2025-11-17,2025-11-16,-0.75,-7.5,3217.375000000029,True,True,True,True
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,6621.75,6680.778571428571,6503.692857142858,6562.721428571429,6503.692857142858,59.02857142857101,118.05714285714203,2.0,6621.75,6680.778571428571,2025-11-18 15:00:00,2025-11-18 18:33:00,-0.008914346121277728,-885.4285714285652,MES,tradovate,1m,5,25.0,2025-11-18 10:00:00-05:00,2025-11-18 13:33:00-05:00,2025-11-18 10:00:00,2025-11-18 13:33:00,2025-11,2025-11,2025-11-18,2025-11-17,-59.02857142857101,-1475.7142857142753,2951.4285714285506,True,True,True,True
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,46153.0,46412.43571428571,45675.37857142858,45921.06428571429,45675.37857142858,259.4357142857116,477.62142857142317,1.8410010737589808,46155.0,46412.43571428571,2025-11-18 14:57:00,2025-11-18 18:40:00,-0.00557763436866443,-514.8714285714232,MYM,tradovate,1m,5,2.5,2025-11-18 09:57:00-05:00,2025-11-18 13:40:00-05:00,2025-11-18 09:57:00,2025-11-18 13:40:00,2025-11,2025-11,2025-11-18,2025-11-17,-257.4357142857116,-643.589285714279,1194.053571428558,True,True,True,True
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,24522.25,24839.135714285716,23888.478571428568,24205.364285714284,23888.478571428568,316.88571428571595,633.7714285714319,2.0,24521.75,24543.75,2025-11-18 15:00:00,2025-11-18 21:51:00,-0.0008971627228888668,-88.0,NQ,tradovate,1m,5,10.0,2025-11-18 10:00:00-05:00,2025-11-18 16:51:00-05:00,2025-11-18 10:00:00,2025-11-18 16:51:00,2025-11,2025-11,2025-11-18,2025-11-17,-22.0,-220.0,6337.714285714319,True,True,True,True
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,46236.0,46384.29285714286,45968.66428571429,46107.20714285714,45968.66428571429,148.29285714285652,267.33571428571304,1.8027551659361294,46236.0,46081.0,2025-11-19 15:27:00,2025-11-19 15:58:00,0.0033523661216368073,155.0,MYM,tradovate,1m,5,2.5,2025-11-19 10:27:00-05:00,2025-11-19 10:58:00-05:00,2025-11-19 10:27:00,2025-11-19 10:58:00,2025-11,2025-11,2025-11-19,2025-11-18,155.0,387.5,668.3392857142826,True,True,True,True
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,46236.0,46384.29285714286,45968.66428571429,46107.20714285714,45968.66428571429,148.29285714285652,267.33571428571304,1.8027551659361294,46236.0,46236.0,2025-11-19 15:27:00,2025-11-19 18:38:00,-0.0,-0.0,MYM,tradovate,1m,5,2.5,2025-11-19 10:27:00-05:00,2025-11-19 13:38:00-05:00,2025-11-19 10:27:00,2025-11-19 13:38:00,2025-11,2025-11,2025-11-19,2025-11-18,0.0,0.0,668.3392857142826,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4061.0,4075.934285714286,4031.581428571428,4046.365714285714,4031.581428571428,14.934285714286034,29.418571428571795,1.9698679931126666,4061.0,4043.2,2025-11-20 07:23:00,2025-11-20 08:13:00,0.004383156857916792,213.60000000000218,MGC,tradovate,1m,5,50.0,2025-11-20 02:23:00-05:00,2025-11-20 03:13:00-05:00,2025-11-20 02:23:00,2025-11-20 03:13:00,2025-11,2025-11,2025-11-20,2025-11-19,17.800000000000182,890.0000000000091,1470.9285714285897,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4061.0,4075.934285714286,4031.581428571428,4046.365714285714,4031.581428571428,14.934285714286034,29.418571428571795,1.9698679931126666,4061.0,4061.0,2025-11-20 07:23:00,2025-11-20 08:56:00,-0.0,-0.0,MGC,tradovate,1m,5,50.0,2025-11-20 02:23:00-05:00,2025-11-20 03:56:00-05:00,2025-11-20 02:23:00,2025-11-20 03:56:00,2025-11,2025-11,2025-11-20,2025-11-19,0.0,0.0,1470.9285714285897,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,6580.75,6614.379464285715,6522.491071428571,6553.120535714285,6522.491071428571,33.629464285714675,58.25892857142935,1.732377538829155,6581.0,6614.379464285715,2025-11-20 18:51:00,2025-11-20 19:59:00,-0.005072096077452404,-500.69196428572013,MES,tradovate,1m,5,25.0,2025-11-20 13:51:00-05:00,2025-11-20 14:59:00-05:00,2025-11-20 13:51:00,2025-11-20 14:59:00,2025-11,2025-11,2025-11-20,2025-11-19,-33.379464285714675,-834.4866071428669,1456.4732142857338,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,24265.75,24422.415178571428,23990.669642857145,24134.584821428572,23990.669642857145,156.66517857142753,275.08035714285506,1.7558487447639115,24268.75,24101.25,2025-11-20 18:51:00,2025-11-20 20:50:00,0.0069018799896987115,335.0,NQ,tradovate,1m,5,10.0,2025-11-20 13:51:00-05:00,2025-11-20 15:50:00-05:00,2025-11-20 13:51:00,2025-11-20 15:50:00,2025-11,2025-11,2025-11-20,2025-11-19,167.5,1675.0,2750.8035714285506,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,24265.75,24422.415178571428,23990.669642857145,24134.584821428572,23990.669642857145,156.66517857142753,275.08035714285506,1.7558487447639115,24268.75,24095.25,2025-11-20 18:51:00,2025-11-20 21:51:00,0.0071491115117177095,347.0,NQ,tradovate,1m,5,10.0,2025-11-20 13:51:00-05:00,2025-11-20 16:51:00-05:00,2025-11-20 13:51:00,2025-11-20 16:51:00,2025-11,2025-11,2025-11-20,2025-11-19,173.5,1735.0,2750.8035714285506,True,True,True,True
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,6578.5,6588.75,6524.75,6568.75,6524.75,10.25,53.75,5.2439024390243905,6579.0,6568.75,2025-11-21 05:05:00,2025-11-21 07:45:00,0.001557987536099703,82.0,MES,tradovate,1m,5,25.0,2025-11-21 00:05:00-05:00,2025-11-21 02:45:00-05:00,2025-11-21 00:05:00,2025-11-21 02:45:00,2025-11,2025-11,2025-11-21,2025-11-20,10.25,256.25,1343.75,True,True,True,True
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,24167.0,24213.875892857144,23904.5,24123.624107142856,23904.5,46.87589285714421,262.5,5.59989333536488,24167.5,24118.25,2025-11-21 05:05:00,2025-11-21 07:47:00,0.0020378607634219392,98.5,NQ,tradovate,1m,5,10.0,2025-11-21 00:05:00-05:00,2025-11-21 02:47:00-05:00,2025-11-21 00:05:00,2025-11-21 02:47:00,2025-11,2025-11,2025-11-21,2025-11-20,49.25,492.5,2625.0,True,True,True,True
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,24167.0,24213.875892857144,23904.5,24123.624107142856,23904.5,46.87589285714421,262.5,5.59989333536488,24167.5,24167.5,2025-11-21 05:05:00,2025-11-21 08:07:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-21 00:05:00-05:00,2025-11-21 03:07:00-05:00,2025-11-21 00:05:00,2025-11-21 03:07:00,2025-11,2025-11,2025-11-21,2025-11-20,0.0,0.0,2625.0,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4028.6,4037.6964285714284,4010.5571428571434,4019.6035714285717,4010.5571428571434,9.096428571428532,18.04285714285652,1.983510011778503,4028.3,4037.6964285714284,2025-11-21 07:48:00,2025-11-21 08:15:00,-0.0023326039697708634,-225.51428571427823,MGC,tradovate,1m,5,50.0,2025-11-21 02:48:00-05:00,2025-11-21 03:15:00-05:00,2025-11-21 02:48:00,2025-11-21 03:15:00,2025-11,2025-11,2025-11-21,2025-11-20,-9.39642857142826,-469.821428571413,902.142857142826,True,True,True,True
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,6578.5,6588.75,6524.75,6568.75,6524.75,10.25,53.75,5.2439024390243905,6579.0,6579.0,2025-11-21 05:05:00,2025-11-21 08:47:00,-0.0,-0.0,MES,tradovate,1m,5,25.0,2025-11-21 00:05:00-05:00,2025-11-21 03:47:00-05:00,2025-11-21 00:05:00,2025-11-21 03:47:00,2025-11,2025-11,2025-11-21,2025-11-20,0.0,0.0,1343.75,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,24045.5,24186.058928571427,23764.382142857146,23904.941071428573,23764.382142857146,140.5589285714268,281.1178571428536,2.0,24059.5,24186.058928571427,2025-11-21 15:18:00,2025-11-21 15:25:00,-0.0052602476598195835,-506.2357142857072,NQ,tradovate,1m,5,10.0,2025-11-21 10:18:00-05:00,2025-11-21 10:25:00-05:00,2025-11-21 10:18:00,2025-11-21 10:25:00,2025-11,2025-11,2025-11-21,2025-11-20,-126.5589285714268,-1265.589285714268,2811.178571428536,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,24045.5,24188.555357142857,23759.389285714286,23902.444642857143,23759.389285714286,143.05535714285725,286.1107142857145,2.0,24045.25,24188.555357142857,2025-11-21 15:30:00,2025-11-21 16:30:00,-0.005959819804030264,-573.221428571429,NQ,tradovate,1m,5,10.0,2025-11-21 10:30:00-05:00,2025-11-21 11:30:00-05:00,2025-11-21 10:30:00,2025-11-21 11:30:00,2025-11,2025-11,2025-11-21,2025-11-20,-143.30535714285725,-1433.0535714285725,2861.107142857145,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4155.2,4150.486071428571,4197.9,4158.813928571428,4197.9,4.713928571428369,42.69999999999982,9.058261989545013,4155.0,4161.4,2025-11-26 07:50:00,2025-11-26 08:07:00,0.0015403128760529405,76.79999999999563,MGC,tradovate,1m,5,50.0,2025-11-26 02:50:00-05:00,2025-11-26 03:07:00-05:00,2025-11-26 02:50:00,2025-11-26 03:07:00,2025-11,2025-11,2025-11-26,2025-11-25,6.399999999999636,319.9999999999818,2134.999999999991,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4155.2,4150.486071428571,4197.9,4158.813928571428,4197.9,4.713928571428369,42.69999999999982,9.058261989545013,4155.0,4155.0,2025-11-26 07:50:00,2025-11-26 08:43:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-11-26 02:50:00-05:00,2025-11-26 03:43:00-05:00,2025-11-26 02:50:00,2025-11-26 03:43:00,2025-11,2025-11,2025-11-26,2025-11-25,0.0,0.0,2134.999999999991,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6806.75,6795.0,6834.0,6815.0,6834.0,11.75,27.25,2.3191489361702127,6806.5,6795.0,2025-11-26 07:11:00,2025-11-26 09:08:00,-0.0016895614486153177,-161.0,MES,tradovate,1m,5,25.0,2025-11-26 02:11:00-05:00,2025-11-26 04:08:00-05:00,2025-11-26 02:11:00,2025-11-26 04:08:00,2025-11,2025-11,2025-11-26,2025-11-25,-11.5,-287.5,681.25,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4197.65,4193.65,4229.1,4201.65,4229.1,4.0,31.450000000000728,7.862500000000182,4197.0,4193.65,2025-11-27 08:29:00,2025-11-27 09:02:00,-0.0007981891827496534,-77.05000000000837,MGC,tradovate,1m,5,50.0,2025-11-27 03:29:00-05:00,2025-11-27 04:02:00-05:00,2025-11-27 03:29:00,2025-11-27 04:02:00,2025-11,2025-11,2025-11-27,2025-11-26,-3.350000000000364,-167.5000000000182,1572.5000000000364,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4289.2,4277.368214285714,4305.813571428573,4296.3317857142865,4305.813571428573,11.831785714285616,16.613571428572868,1.4041474237074594,4289.2,4277.368214285714,2025-12-01 10:04:00,2025-12-01 14:01:00,-0.002758506414782591,-272.13107142856916,MGC,tradovate,1m,5,50.0,2025-12-01 05:04:00-05:00,2025-12-01 09:01:00-05:00,2025-12-01 05:04:00,2025-12-01 09:01:00,2025-12,2025-12,2025-12-01,2025-11-30,-11.831785714285616,-591.5892857142808,830.6785714286434,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,25421.25,25374.979464285716,25677.0,25467.520535714284,25677.0,46.27053571428405,255.75,5.52727553402949,25422.25,25470.0,2025-12-02 08:58:00,2025-12-02 10:44:00,0.0018782759197160104,95.5,NQ,tradovate,1m,5,10.0,2025-12-02 03:58:00-05:00,2025-12-02 05:44:00-05:00,2025-12-02 03:58:00,2025-12-02 05:44:00,2025-12,2025-12,2025-12-02,2025-12-01,47.75,477.5,2557.5,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,25421.25,25374.979464285716,25677.0,25467.520535714284,25677.0,46.27053571428405,255.75,5.52727553402949,25422.25,25422.25,2025-12-02 08:58:00,2025-12-02 16:31:00,0.0,0.0,NQ,tradovate,1m,5,10.0,2025-12-02 03:58:00-05:00,2025-12-02 11:31:00-05:00,2025-12-02 03:58:00,2025-12-02 11:31:00,2025-12,2025-12,2025-12-02,2025-12-01,0.0,0.0,2557.5,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6867.0,6856.75,6886.75,6876.75,6886.75,10.25,19.75,1.9268292682926829,6867.25,6856.75,2025-12-04 07:26:00,2025-12-04 08:26:00,-0.0015289963231278625,-147.0,MES,tradovate,1m,5,25.0,2025-12-04 02:26:00-05:00,2025-12-04 03:26:00-05:00,2025-12-04 02:26:00,2025-12-04 03:26:00,2025-12,2025-12,2025-12-04,2025-12-03,-10.5,-262.5,493.75,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,48022.25,47947.25,48172.25,48097.25,48172.25,75.0,150.0,2.0,48020.0,48096.0,2025-12-04 07:52:00,2025-12-04 14:33:00,0.0015826738858808476,76.0,MYM,tradovate,1m,5,2.5,2025-12-04 02:52:00-05:00,2025-12-04 09:33:00-05:00,2025-12-04 02:52:00,2025-12-04 09:33:00,2025-12,2025-12,2025-12-04,2025-12-03,76.0,190.0,375.0,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,48022.25,47947.25,48172.25,48097.25,48172.25,75.0,150.0,2.0,48020.0,48020.0,2025-12-04 07:52:00,2025-12-04 14:36:00,0.0,0.0,MYM,tradovate,1m,5,2.5,2025-12-04 02:52:00-05:00,2025-12-04 09:36:00-05:00,2025-12-04 02:52:00,2025-12-04 09:36:00,2025-12,2025-12,2025-12-04,2025-12-03,0.0,0.0,375.0,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4249.55,4245.55,4290.6,4253.55,4290.6,4.0,41.05000000000018,10.262500000000045,4249.0,4255.6,2025-12-05 05:29:00,2025-12-05 06:09:00,0.0015533066603907741,79.20000000000437,MGC,tradovate,1m,5,50.0,2025-12-05 00:29:00-05:00,2025-12-05 01:09:00-05:00,2025-12-05 00:29:00,2025-12-05 01:09:00,2025-12,2025-12,2025-12-05,2025-12-04,6.600000000000364,330.0000000000182,2052.500000000009,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4249.55,4245.55,4290.6,4253.55,4290.6,4.0,41.05000000000018,10.262500000000045,4249.0,4249.0,2025-12-05 05:29:00,2025-12-05 09:07:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-12-05 00:29:00-05:00,2025-12-05 04:07:00-05:00,2025-12-05 00:29:00,2025-12-05 04:07:00,2025-12,2025-12,2025-12-05,2025-12-04,0.0,0.0,2052.500000000009,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4252.0,4245.329285714285,4290.6,4258.170714285715,4290.6,6.670714285714894,38.600000000000364,5.786486775885597,4252.0,4258.9,2025-12-05 09:29:00,2025-12-05 12:07:00,0.0016227657572907006,82.79999999999563,MGC,tradovate,1m,5,50.0,2025-12-05 04:29:00-05:00,2025-12-05 07:07:00-05:00,2025-12-05 04:29:00,2025-12-05 07:07:00,2025-12,2025-12,2025-12-05,2025-12-04,6.899999999999636,344.9999999999818,1930.0000000000182,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,25726.75,25700.25,25868.0,25750.25,25868.0,26.5,141.25,5.330188679245283,25726.75,25700.25,2025-12-05 07:53:00,2025-12-05 12:22:00,-0.0010300562643941191,-79.5,NQ,tradovate,1m,5,10.0,2025-12-05 02:53:00-05:00,2025-12-05 07:22:00-05:00,2025-12-05 02:53:00,2025-12-05 07:22:00,2025-12,2025-12,2025-12-05,2025-12-04,-26.5,-265.0,1412.5,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4252.0,4245.329285714285,4290.6,4258.170714285715,4290.6,6.670714285714894,38.600000000000364,5.786486775885597,4252.0,4252.0,2025-12-05 09:29:00,2025-12-05 13:06:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-12-05 04:29:00-05:00,2025-12-05 08:06:00-05:00,2025-12-05 04:29:00,2025-12-05 08:06:00,2025-12,2025-12,2025-12-05,2025-12-04,0.0,0.0,1930.0000000000182,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6884.0,6874.0,6905.0,6894.0,6905.0,10.0,21.0,2.1,6883.75,6874.0,2025-12-05 07:07:00,2025-12-05 13:32:00,-0.0014163791538042148,-136.5,MES,tradovate,1m,5,25.0,2025-12-05 02:07:00-05:00,2025-12-05 08:32:00-05:00,2025-12-05 02:07:00,2025-12-05 08:32:00,2025-12,2025-12,2025-12-05,2025-12-04,-9.75,-243.75,525.0,True,True,True,True
