exit_month_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,avg_points_per_trade,win_rate_pct,trading_days,green_days,red_days,worst_day_dollars,best_day_dollars,avg_day_dollars,soft_loss_cap_breach_days,cumulative_pnl_dollars,account_balance_est,month_green,strong_month_flag,equity_peak_est,drawdown_from_peak_dollars
2025-04,8,482.0,138.75,60.25,17.34375,62.5,4,2,3,-300.0,546.0,36.4,0,482.0,50482.0,True,False,50482.0,0.0
2025-05,3,2406.5,375.75,802.1666666666666,125.25,66.66666666666666,2,1,0,2706.5,2706.5,2706.5,0,2888.5,52888.5,True,False,52888.5,0.0
