exit_month_et,trades,gross_pnl_dollars_dynamic,gross_pnl_dollars_5_mnq,gross_pnl_dollars_10_mnq,avg_trade_dollars_dynamic,gross_points,avg_points_per_trade,win_rate_pct,cumulative_pnl_dollars_dynamic
2025-04,8,482.0,1387.5,2775.0,60.25,138.75,17.34375,62.5,482.0
2025-05,3,2406.5,3757.5,7515.0,802.1666666666666,375.75,125.25,66.66666666666666,2888.5
