exit_apex_session_date,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,cumulative_pnl_dollars
2025-04-13,3,155.0,15.5,51.666666666666664,33.33333333333333,155.0
2025-04-22,1,-357.5,-35.75,-357.5,0.0,-202.5
2025-04-23,1,-175.0,-17.5,-175.0,0.0,-377.5
2025-04-24,3,875.0,87.5,291.6666666666667,66.66666666666666,497.5
2025-04-28,3,-87.5,-8.75,-29.166666666666668,33.33333333333333,410.0
2025-04-29,2,252.5,25.25,126.25,50.0,662.5
2025-04-30,1,-277.5,-27.75,-277.5,0.0,385.0
2025-05-01,2,-595.0,-59.5,-297.5,0.0,-210.0
2025-05-07,3,20.0,2.0,6.666666666666667,33.33333333333333,-190.0
2025-05-11,4,6760.0,676.0,1690.0,100.0,6570.0
2025-05-13,1,-315.0,-31.5,-315.0,0.0,6255.0
2025-05-25,1,305.0,30.5,305.0,100.0,6560.0
2025-05-26,3,55.0,5.5,18.333333333333332,33.33333333333333,6615.0
2025-05-27,1,-305.0,-30.5,-305.0,0.0,6310.0
2025-05-28,1,-255.0,-25.5,-255.0,0.0,6055.0
2025-06-03,2,367.5,36.75,183.75,50.0,6422.5
2025-06-04,1,-357.5,-35.75,-357.5,0.0,6065.0
2025-06-08,2,270.0,27.0,135.0,50.0,6335.0
2025-06-15,2,325.0,32.5,162.5,50.0,6660.0
2025-06-17,2,280.0,28.0,140.0,50.0,6940.0
2025-06-19,4,312.5,31.25,78.125,50.0,7252.5
2025-06-23,1,-257.5,-25.75,-257.5,0.0,6995.0
2025-06-24,4,892.5,89.25,223.125,75.0,7887.5
2025-06-25,4,351.0625000000073,35.10625000000073,87.76562500000182,50.0,8238.562500000007
2025-06-26,4,990.0,99.0,247.5,75.0,9228.562500000007
2025-06-29,2,770.0,77.0,385.0,100.0,9998.562500000007
2025-07-02,3,455.0,45.5,151.66666666666666,66.66666666666666,10453.562500000007
2025-07-07,1,-252.5,-25.25,-252.5,0.0,10201.062500000007
2025-07-08,2,545.0,54.5,272.5,100.0,10746.062500000007
2025-07-09,2,320.0,32.0,160.0,50.0,11066.062500000007
2025-07-14,2,262.5,26.25,131.25,50.0,11328.562500000007
2025-07-15,1,-100.0,-10.0,-100.0,0.0,11228.562500000007
2025-07-16,2,2517.5,251.75,1258.75,100.0,13746.062500000007
2025-07-20,3,35.0,3.5,11.666666666666666,33.33333333333333,13781.062500000007
2025-07-22,3,-297.5,-29.75,-99.16666666666667,33.33333333333333,13483.562500000007
2025-07-23,2,-485.0,-48.5,-242.5,0.0,12998.562500000007
2025-07-24,1,-262.5,-26.25,-262.5,0.0,12736.062500000007
2025-07-27,2,10.0,1.0,5.0,50.0,12746.062500000007
2025-07-28,2,757.5,75.75,378.75,100.0,13503.562500000007
2025-07-30,4,812.5,81.25,203.125,75.0,14316.062500000007
2025-08-05,1,-250.0,-25.0,-250.0,0.0,14066.062500000007
2025-08-06,2,260.0,26.0,130.0,50.0,14326.062500000007
2025-08-07,3,487.5,48.75,162.5,66.66666666666666,14813.562500000007
2025-08-10,2,20.0,2.0,10.0,50.0,14833.562500000007
2025-08-12,2,265.0,26.5,132.5,50.0,15098.562500000007
2025-08-17,1,-242.5,-24.25,-242.5,0.0,14856.062500000007
2025-08-19,1,-255.0,-25.5,-255.0,0.0,14601.062500000007
2025-08-21,2,307.5,30.75,153.75,50.0,14908.562500000007
2025-08-25,1,-306.1428571428405,-30.61428571428405,-306.1428571428405,0.0,14602.419642857167
2025-08-27,2,-505.0,-50.5,-252.5,0.0,14097.419642857167
2025-09-04,4,220.0,22.0,55.0,50.0,14317.419642857167
2025-09-08,2,247.5,24.75,123.75,50.0,14564.919642857167
2025-09-09,3,485.0,48.5,161.66666666666666,66.66666666666666,15049.919642857167
2025-09-10,1,-242.5,-24.25,-242.5,0.0,14807.419642857167
2025-09-11,2,747.5,74.75,373.75,100.0,15554.919642857167
2025-09-14,2,635.0,63.5,317.5,100.0,16189.919642857167
2025-09-15,4,802.5,80.25,200.625,75.0,16992.419642857167
2025-09-17,2,250.0,25.0,125.0,50.0,17242.419642857167
2025-09-18,4,272.5,27.25,68.125,50.0,17514.919642857167
2025-09-21,1,-277.5,-27.75,-277.5,0.0,17237.419642857167
2025-09-22,1,-245.0,-24.5,-245.0,0.0,16992.419642857167
2025-09-24,1,-277.5,-27.75,-277.5,0.0,16714.919642857167
2025-09-28,4,1040.0,104.0,260.0,75.0,17754.919642857167
2025-09-30,1,-2.5,-0.25,-2.5,0.0,17752.419642857167
2025-10-01,4,526.4107142857392,52.64107142857392,131.6026785714348,50.0,18278.830357142906
2025-10-02,3,558.6875000000146,55.868750000001455,186.22916666667152,66.66666666666666,18837.51785714292
2025-10-05,1,-265.0,-26.5,-265.0,0.0,18572.51785714292
2025-10-06,2,257.5,25.75,128.75,50.0,18830.01785714292
2025-10-09,1,-255.0,-25.5,-255.0,0.0,18575.01785714292
2025-10-16,2,360.0,36.0,180.0,50.0,18935.01785714292
2025-10-20,1,-295.14285714285506,-29.514285714285506,-295.14285714285506,0.0,18639.875000000065
2025-10-22,1,-270.0,-27.0,-270.0,0.0,18369.875000000065
2025-10-23,4,3070.0,307.0,767.5,100.0,21439.875000000065
2025-10-26,5,1480.0,148.0,296.0,80.0,22919.875000000065
,161,22919.875000000065,2291.9875000000065,142.35947204968986,50.931677018633536,45839.75000000013
