calendar_exit_date_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,cumulative_pnl_dollars
2025-07-25,1,-510.0,-25.5,-510.0,0.0,19442.857142857174
2025-07-28,3,1122.5,67.0,374.1666666666667,100.0,20565.357142857174
2025-07-29,1,750.0,75.0,750.0,100.0,21315.357142857174
2025-07-30,1,217.5,21.75,217.5,100.0,21532.857142857174
2025-07-31,1,-260.0,-26.0,-260.0,0.0,21272.857142857174
2025-08-06,1,215.0,21.5,215.0,100.0,21487.857142857174
2025-08-07,1,755.0,75.5,755.0,100.0,22242.857142857174
2025-08-11,1,-505.0,-25.25,-505.0,0.0,21737.857142857174
2025-08-12,1,220.0,22.0,220.0,100.0,21957.857142857174
2025-08-13,1,727.5,72.75,727.5,100.0,22685.357142857174
2025-08-28,2,-55.46428571429715,-5.546428571429715,-27.732142857148574,50.0,22629.892857142877
2025-09-01,2,780.0,39.0,390.0,100.0,23409.892857142877
2025-09-02,2,400.0,20.0,200.0,50.0,23809.892857142877
2025-09-05,2,-45.0,-4.5,-22.5,50.0,23764.892857142877
2025-09-10,3,162.5,-6.25,54.166666666666664,33.33333333333333,23927.392857142877
2025-09-11,2,-90.0,-9.0,-45.0,50.0,23837.392857142877
2025-09-12,1,470.0,23.5,470.0,100.0,24307.392857142877
2025-09-14,1,1775.0,88.75,1775.0,100.0,26082.392857142877
2025-09-15,2,4000.0,200.0,2000.0,100.0,30082.392857142877
2025-09-16,1,-220.0,-22.0,-220.0,0.0,29862.392857142877
2025-09-18,1,-570.0,-28.5,-570.0,0.0,29292.392857142877
2025-09-19,2,200.0,20.0,100.0,50.0,29492.392857142877
2025-09-22,1,105.0,5.25,105.0,100.0,29597.392857142877
2025-09-26,1,-257.5,-25.75,-257.5,0.0,29339.892857142877
2025-09-28,1,192.5,19.25,192.5,100.0,29532.392857142877
2025-09-29,1,742.5,74.25,742.5,100.0,30274.892857142877
2025-10-02,4,-125.0,-31.5,-31.25,25.0,30149.892857142877
2025-10-03,1,-253.81249999998545,-25.381249999998545,-253.81249999998545,0.0,29896.08035714289
2025-10-07,2,370.0,18.5,185.0,50.0,30266.08035714289
2025-10-08,2,425.0,21.25,212.5,100.0,30691.08035714289
2025-10-10,1,-585.0,-29.25,-585.0,0.0,30106.08035714289
2025-10-17,2,282.5,28.25,141.25,50.0,30388.58035714289
2025-10-21,1,-465.0,-23.25,-465.0,0.0,29923.58035714289
2025-10-23,1,197.5,19.75,197.5,100.0,30121.08035714289
2025-10-24,1,0.0,0.0,0.0,0.0,30121.08035714289
2025-10-26,1,200.0,20.0,200.0,100.0,30321.08035714289
2025-10-27,1,752.5,75.25,752.5,100.0,31073.58035714289
2025-10-28,3,4347.5,228.5,1449.1666666666667,100.0,35421.08035714289
2025-10-29,1,0.0,0.0,0.0,0.0,35421.08035714289
2025-10-30,1,-237.17857142855792,-23.71785714285579,-237.17857142855792,0.0,35183.90178571433
2025-10-31,2,-180.0,-9.0,-90.0,50.0,35003.90178571433
2025-11-03,2,202.5,20.25,101.25,50.0,35206.40178571433
2025-11-07,2,950.0,95.0,475.0,100.0,36156.40178571433
2025-11-14,2,590.0,29.5,295.0,50.0,36746.40178571433
2025-11-17,1,-525.839285714319,-26.29196428571595,-525.839285714319,0.0,36220.562500000015
2025-11-18,2,1495.0,74.75,747.5,100.0,37715.562500000015
2025-11-26,2,135.25000000001455,6.762500000000728,67.62500000000728,50.0,37850.81250000003
2025-11-27,1,390.0,19.5,390.0,100.0,38240.81250000003
2025-11-28,1,700.0,35.0,700.0,100.0,38940.81250000003
2025-12-01,3,617.5,16.25,205.83333333333334,66.66666666666666,39558.31250000003
2025-12-02,5,837.5,40.25,167.5,60.0,40395.81250000003
2025-12-04,1,-307.5,-30.75,-307.5,0.0,40088.31250000003
2025-12-08,2,-770.0,-50.5,-385.0,0.0,39318.31250000003
2025-12-10,1,-252.5,-25.25,-252.5,0.0,39065.81250000003
2025-12-22,2,415.0,20.75,207.5,50.0,39480.81250000003
2025-12-23,1,-490.0,-24.5,-490.0,0.0,38990.81250000003
2025-12-24,2,942.5,94.25,471.25,100.0,39933.31250000003
2025-12-26,2,217.5,21.75,108.75,50.0,40150.81250000003
2026-01-02,1,-240.0,-24.0,-240.0,0.0,39910.81250000003
2026-01-05,1,-290.0,-29.0,-290.0,0.0,39620.81250000003
2026-01-07,2,662.5,66.25,331.25,100.0,40283.31250000003
2026-01-13,2,1325.0,66.25,662.5,50.0,41608.31250000003
2026-01-15,4,392.5,17.0,98.125,50.0,42000.81250000003
2026-01-19,1,242.5,24.25,242.5,100.0,42243.31250000003
2026-01-20,1,0.0,0.0,0.0,0.0,42243.31250000003
2026-01-25,2,-65.0,-6.5,-32.5,50.0,42178.31250000003
2026-01-26,2,5385.0,269.25,2692.5,100.0,47563.31250000003
2026-01-27,3,-121.1517857142826,-12.11517857142826,-40.38392857142753,33.33333333333333,47442.16071428575
2026-02-04,2,8285.0,414.25,4142.5,100.0,55727.16071428575
2026-02-10,2,215.0,21.5,107.5,50.0,55942.16071428575
2026-02-17,2,530.0,26.5,265.0,50.0,56472.16071428575
2026-02-19,2,305.0,30.5,152.5,50.0,56777.16071428575
2026-02-20,1,-490.0,-24.5,-490.0,0.0,56287.16071428575
2026-02-25,1,-257.5,-25.75,-257.5,0.0,56029.66071428575
2026-02-26,2,-725.0,-47.75,-362.5,0.0,55304.66071428575
2026-03-02,1,367.5,36.75,367.5,100.0,55672.16071428575
2026-03-03,1,2502.5,250.25,2502.5,100.0,58174.66071428575
2026-03-05,2,392.5,39.25,196.25,100.0,58567.16071428575
2026-03-12,1,187.5,18.75,187.5,100.0,58754.66071428575
2026-03-13,2,1017.8749999999854,134.39374999999927,508.9374999999927,50.0,59772.53571428573
2026-03-18,1,-237.5,-23.75,-237.5,0.0,59535.03571428573
2026-03-19,1,-265.0,-26.5,-265.0,0.0,59270.03571428573
2026-03-20,2,3145.0,157.25,1572.5,100.0,62415.03571428573
2026-03-22,1,200.0,20.0,200.0,100.0,62615.03571428573
2026-03-23,1,0.0,0.0,0.0,0.0,62615.03571428573
2026-03-25,2,192.5,19.25,96.25,50.0,62807.53571428573
2026-03-26,1,215.0,21.5,215.0,100.0,63022.53571428573
2026-03-27,3,1097.5,109.75,365.8333333333333,66.66666666666666,64120.03571428573
2026-03-30,2,1915.0,95.75,957.5,100.0,66035.03571428574
2026-04-01,2,217.5,21.75,108.75,50.0,66252.53571428574
