exit_month_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,avg_points_per_trade,win_rate_pct,trading_days,green_days,red_days,worst_day_dollars,best_day_dollars,avg_day_dollars,soft_loss_cap_breach_days,cumulative_pnl_dollars,account_balance_est,month_green,strong_month_flag,equity_peak_est,drawdown_from_peak_dollars
2025-04,12,1540.0,57.0,128.33333333333334,4.75,50.0,5,4,2,-230.0,1420.0,295.0,0,1540.0,51540.0,True,False,51540.0,0.0
2025-05,23,3892.5,439.25,169.2391304347826,19.097826086956523,52.17391304347826,10,2,7,-445.0,3975.0,406.94444444444446,0,5432.5,55432.5,True,True,55432.5,0.0
2025-06,26,13005.357142857174,934.1428571428587,500.20604395604516,35.92857142857149,65.38461538461539,13,9,4,-1065.0,5495.0,1000.4120879120903,1,18437.857142857174,68437.85714285717,True,True,68437.85714285717,0.0
2025-07,19,2835.0,294.25,149.21052631578948,15.486842105263158,57.89473684210527,11,5,6,-510.0,2032.5,257.72727272727275,0,21272.857142857174,71272.85714285717,True,False,71272.85714285717,0.0
2025-08,7,1357.0357142857029,160.95357142857029,193.86224489795754,22.993367346938612,71.42857142857143,4,3,2,-505.0,970.0,427.40714285714057,0,22629.892857142877,72629.89285714287,True,False,72629.89285714287,0.0
2025-09,23,7645.0,394.0,332.39130434782606,17.130434782608695,60.86956521739131,14,8,5,-570.0,4000.0,528.0769230769231,0,30274.892857142877,80274.89285714287,True,True,80274.89285714287,0.0
2025-10,24,4729.008928571457,269.40089285714566,197.04203869047737,11.225037202381069,50.0,12,8,4,-585.0,4125.0,394.08407738095474,0,35003.90178571433,85003.90178571433,True,True,85003.90178571433,0.0
2025-11,13,3936.9107142856956,254.47053571428478,302.8392857142843,19.574656593406523,69.23076923076923,8,8,1,-525.839285714319,1495.0,538.5456349206329,0,38940.81250000003,88940.81250000003,True,True,88940.81250000003,0.0
2025-12,19,1210.0,62.25,63.68421052631579,3.276315789473684,47.368421052631575,10,4,5,-770.0,942.5,33.333333333333336,0,40150.81250000003,90150.81250000003,True,False,90150.81250000003,0.0
2026-01,19,7291.348214285717,371.38482142857174,383.7551691729325,19.546569548872196,52.63157894736842,10,6,4,-318.6517857142826,5320.0,729.1348214285717,0,47442.16071428575,97442.16071428574,True,True,97442.16071428574,0.0
2026-02,12,7862.5,394.75,655.2083333333334,32.895833333333336,41.66666666666667,6,4,2,-982.5,8285.0,1310.4166666666667,0,55304.66071428575,105304.66071428574,True,True,105304.66071428574,0.0
2026-03,21,10730.374999999985,852.6437499999993,510.9702380952374,40.6020833333333,71.42857142857143,9,8,1,-502.5,3145.0,1192.2638888888873,0,66035.03571428574,116035.03571428574,True,True,116035.03571428574,0.0
2026-04,2,217.5,21.75,108.75,10.875,50.0,1,1,0,217.5,217.5,217.5,0,66252.53571428574,116252.53571428574,True,False,116252.53571428574,0.0
