exit_apex_session_date,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,cumulative_pnl_dollars
2025-12-04,2,-62.5,-6.25,-31.25,50.0,29237.56250000006
2025-12-07,3,-767.5982142857174,-76.75982142857174,-255.86607142857247,0.0,28469.96428571434
2025-12-09,2,-67.5,-6.75,-33.75,50.0,28402.46428571434
2025-12-21,2,205.0,20.5,102.5,50.0,28607.46428571434
2025-12-22,1,-245.0,-24.5,-245.0,0.0,28362.46428571434
2025-12-23,2,960.0,96.0,480.0,100.0,29322.46428571434
2025-12-25,2,222.5,22.25,111.25,50.0,29544.96428571434
2026-01-01,2,-37.5,-3.75,-18.75,50.0,29507.46428571434
2026-01-05,1,-290.0,-29.0,-290.0,0.0,29217.46428571434
2026-01-06,2,707.5,70.75,353.75,100.0,29924.96428571434
2026-01-08,2,235.0,23.5,117.5,50.0,30159.96428571434
2026-01-12,2,925.0,92.5,462.5,50.0,31084.96428571434
2026-01-14,2,215.0,21.5,107.5,50.0,31299.96428571434
2026-01-15,2,-52.5,-5.25,-26.25,50.0,31247.46428571434
2026-01-19,2,242.5,24.25,121.25,50.0,31489.96428571434
2026-01-25,4,2652.5,265.25,663.125,75.0,34142.46428571434
2026-01-26,4,917.5,91.75,229.375,75.0,35059.96428571434
2026-01-27,3,-323.6517857142826,-32.36517857142826,-107.88392857142753,33.33333333333333,34736.31250000006
2026-01-28,2,-45.0,-4.5,-22.5,50.0,34691.31250000006
2026-02-03,2,4222.5,422.25,2111.25,100.0,38913.81250000006
2026-02-10,2,257.5,25.75,128.75,50.0,39171.31250000006
2026-02-16,2,300.0,30.0,150.0,50.0,39471.31250000006
2026-02-19,1,-250.0,-25.0,-250.0,0.0,39221.31250000006
2026-02-23,1,-307.5,-30.75,-307.5,0.0,38913.81250000006
2026-02-24,2,3002.5,300.25,1501.25,100.0,41916.31250000006
2026-02-25,3,-745.9375,-74.59375,-248.64583333333334,0.0,41170.37500000006
2026-03-01,1,-287.6964285714348,-28.76964285714348,-287.6964285714348,0.0,40882.67857142862
2026-03-04,2,315.0,31.5,157.5,100.0,41197.67857142862
2026-03-12,3,1528.9374999999927,152.89374999999927,509.6458333333309,66.66666666666666,42726.616071428616
2026-03-16,1,-282.5,-28.25,-282.5,0.0,42444.116071428616
2026-03-18,4,-702.5,-70.25,-175.625,25.0,41741.616071428616
2026-03-19,2,1620.0,162.0,810.0,100.0,43361.616071428616
2026-03-22,2,235.0,23.5,117.5,50.0,43596.616071428616
2026-03-25,2,187.5,18.75,93.75,50.0,43784.116071428616
2026-03-26,4,5882.5,588.25,1470.625,100.0,49666.616071428616
2026-03-29,2,947.5,94.75,473.75,100.0,50614.116071428616
2026-04-01,2,217.5,21.75,108.75,50.0,50831.616071428616
,249,50831.616071428616,5083.161607142862,204.14303643144024,57.42971887550201,101663.23214285723
