exit_month_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,avg_points_per_trade,win_rate_pct,trading_days,green_days,red_days,worst_day_dollars,best_day_dollars,avg_day_dollars,soft_loss_cap_breach_days,cumulative_pnl_dollars,account_balance_est,month_green,eligible_for_review_flag,strong_month_flag,conservative_payout_view,retained_buffer_view,equity_peak_est,drawdown_from_peak_dollars
2025-10,35,350.8214285714348,35.08214285714348,10.02346938775528,1.002346938775528,37.142857142857146,16,8,8,-785.0,803.9642857142826,21.926339285714675,0,350.8214285714348,50350.821428571435,True,True,False,280.65714285714785,70.16428571428696,50350.821428571435,0.0
2025-11,6,4979.4464285714275,497.94464285714275,829.907738095238,82.99077380952379,50.0,3,2,1,-245.55357142857247,4890.0,1659.815476190476,0,5330.267857142862,55330.26785714286,True,True,True,3983.557142857142,995.8892857142855,55330.26785714286,0.0
