calendar_exit_date_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,cumulative_pnl_dollars
2025-07-24,1,-255.0,-25.5,-255.0,0.0,12998.562500000007
2025-07-25,1,-262.5,-26.25,-262.5,0.0,12736.062500000007
2025-07-28,2,10.0,1.0,5.0,50.0,12746.062500000007
2025-07-29,2,757.5,75.75,378.75,100.0,13503.562500000007
2025-07-30,1,247.5,24.75,247.5,100.0,13751.062500000007
2025-07-31,3,565.0,56.5,188.33333333333334,66.66666666666666,14316.062500000007
2025-08-05,1,-250.0,-25.0,-250.0,0.0,14066.062500000007
2025-08-07,2,260.0,26.0,130.0,50.0,14326.062500000007
2025-08-08,3,487.5,48.75,162.5,66.66666666666666,14813.562500000007
2025-08-10,1,252.5,25.25,252.5,100.0,15066.062500000007
2025-08-11,1,-232.5,-23.25,-232.5,0.0,14833.562500000007
2025-08-13,2,265.0,26.5,132.5,50.0,15098.562500000007
2025-08-18,1,-242.5,-24.25,-242.5,0.0,14856.062500000007
2025-08-20,1,-255.0,-25.5,-255.0,0.0,14601.062500000007
2025-08-22,2,307.5,30.75,153.75,50.0,14908.562500000007
2025-08-26,1,-306.1428571428405,-30.61428571428405,-306.1428571428405,0.0,14602.419642857167
2025-08-28,2,-505.0,-50.5,-252.5,0.0,14097.419642857167
2025-09-05,4,220.0,22.0,55.0,50.0,14317.419642857167
2025-09-08,1,247.5,24.75,247.5,100.0,14564.919642857167
2025-09-09,1,0.0,0.0,0.0,0.0,14564.919642857167
2025-09-10,3,485.0,48.5,161.66666666666666,66.66666666666666,15049.919642857167
2025-09-11,1,-242.5,-24.25,-242.5,0.0,14807.419642857167
2025-09-12,2,747.5,74.75,373.75,100.0,15554.919642857167
2025-09-15,3,940.0,94.0,313.3333333333333,100.0,16494.919642857167
2025-09-16,3,497.5,49.75,165.83333333333334,66.66666666666666,16992.419642857167
2025-09-17,1,250.0,25.0,250.0,100.0,17242.419642857167
2025-09-18,2,247.5,24.75,123.75,50.0,17489.919642857167
2025-09-19,3,25.0,2.5,8.333333333333334,33.33333333333333,17514.919642857167
2025-09-22,1,-277.5,-27.75,-277.5,0.0,17237.419642857167
2025-09-23,1,-245.0,-24.5,-245.0,0.0,16992.419642857167
2025-09-25,1,-277.5,-27.75,-277.5,0.0,16714.919642857167
2025-09-29,4,1040.0,104.0,260.0,75.0,17754.919642857167
2025-10-01,2,-267.5,-26.75,-133.75,0.0,17487.419642857167
2025-10-02,4,1043.9107142857392,104.39107142857392,260.9776785714348,75.0,18531.330357142906
2025-10-03,2,306.18750000001455,30.618750000001455,153.09375000000728,50.0,18837.51785714292
2025-10-06,1,-265.0,-26.5,-265.0,0.0,18572.51785714292
2025-10-07,2,257.5,25.75,128.75,50.0,18830.01785714292
2025-10-09,1,-255.0,-25.5,-255.0,0.0,18575.01785714292
2025-10-17,2,360.0,36.0,180.0,50.0,18935.01785714292
2025-10-21,1,-295.14285714285506,-29.514285714285506,-295.14285714285506,0.0,18639.875000000065
2025-10-22,1,-270.0,-27.0,-270.0,0.0,18369.875000000065
2025-10-24,4,3070.0,307.0,767.5,100.0,21439.875000000065
2025-10-26,1,295.0,29.5,295.0,100.0,21734.875000000065
2025-10-27,4,1185.0,118.5,296.25,75.0,22919.875000000065
,161,22919.875000000065,2291.9875000000065,142.35947204968986,50.931677018633536,45839.75000000013
