side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,qualifying_days_count,prop_daily_loss_limit,prop_max_drawdown_limit,prop_qualifying_day_target,entry_time_et,exit_time_et,entry_apex_session_date,exit_apex_session_date,calendar_exit_date_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,realized_dollars_10_mnq,report_contracts,realized_dollars_dynamic_contracts
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19094.75,19069.75,19182.25,19119.75,19182.25,25.0,87.5,3.5,19094.75,19069.75,-25.0,-250.0,-0.001309260398800749,-250.0,-250.0,0.0,0.0,,-1000.0,-2000.0,,2025-04-13 21:47:00-04:00,2025-04-13 22:00:00-04:00,2025-04-13,2025-04-13,2025-04-13,2025-04-13 21:47:00,2025-04-13 22:00:00,2025-04,2025-04,-500.0,10,-250.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,18741.25,18715.0,18827.5,18765.0,18827.5,26.25,86.25,3.2857142857142856,18742.25,18715.0,-27.25,-272.5,-0.0014539342928410193,-272.5,-522.5,0.0,0.0,,-1000.0,-2000.0,,2025-04-22 22:43:00-04:00,2025-04-22 23:11:00-04:00,2025-04-22,2025-04-22,2025-04-22,2025-04-22 22:43:00,2025-04-22 23:11:00,2025-04,2025-04,-545.0,10,-272.5
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,19508.25,19478.470535714285,19623.0,19538.029464285715,19623.0,29.77946428571522,114.75,3.8533265373428467,19497.5,19530.5,33.0,330.0,0.001692524682651575,66.0,-456.5,66.0,0.14457831325301204,,-1000.0,-2000.0,,2025-04-28 15:05:00-04:00,2025-04-28 15:57:00-04:00,2025-04-27,2025-04-27,2025-04-28,2025-04-28 15:05:00,2025-04-28 15:57:00,2025-04,2025-04,660.0,10,66.0
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,19508.25,19478.470535714285,19623.0,19538.029464285715,19623.0,29.77946428571522,114.75,3.8533265373428467,19497.5,19557.5,60.0,600.0,0.003077317604821106,480.0,23.5,546.0,23.23404255319149,,-1000.0,-2000.0,,2025-04-28 15:05:00-04:00,2025-04-28 16:56:00-04:00,2025-04-27,2025-04-27,2025-04-28,2025-04-28 15:05:00,2025-04-28 16:56:00,2025-04,2025-04,1200.0,10,480.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19564.5,19539.5,19688.5,19589.5,19688.5,25.0,124.0,4.96,19563.0,19588.25,25.25,252.5,0.0012907018350969413,50.5,74.0,546.0,7.378378378378378,,-1000.0,-2000.0,,2025-04-29 22:58:00-04:00,2025-04-29 23:14:00-04:00,2025-04-29,2025-04-29,2025-04-29,2025-04-29 22:58:00,2025-04-29 23:14:00,2025-04,2025-04,505.0,10,50.5
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19564.5,19539.5,19688.5,19589.5,19688.5,25.0,124.0,4.96,19563.0,19563.0,0.0,0.0,0.0,0.0,74.0,546.0,7.378378378378378,,-1000.0,-2000.0,,2025-04-29 22:58:00-04:00,2025-04-30 02:30:00-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04-29 22:58:00,2025-04-30 02:30:00,2025-04,2025-04,0.0,10,0.0
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,19892.25,19866.0,19978.5,19916.0,19978.5,26.25,86.25,3.2857142857142856,19891.25,19920.25,29.0,290.0,0.00145792748067608,58.0,132.0,546.0,4.136363636363637,,-1000.0,-2000.0,,2025-04-30 14:56:00-04:00,2025-04-30 15:27:00-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04-30 14:56:00,2025-04-30 15:27:00,2025-04,2025-04,580.0,10,58.0
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,19892.25,19866.0,19978.5,19916.0,19978.5,26.25,86.25,3.2857142857142856,19891.25,19935.0,43.75,437.5,0.0021994595613650247,350.0,482.0,546.0,1.1327800829875518,,-1000.0,-2000.0,,2025-04-30 14:56:00-04:00,2025-04-30 16:56:00-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04-30 14:56:00,2025-04-30 16:56:00,2025-04,2025-04,875.0,10,350.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20008.5,19979.5,20125.75,20029.5,20125.75,29.0,117.25,4.043103448275862,20009.5,19979.5,-30.0,-300.0,-0.0014992878382767971,-300.0,182.0,546.0,3.0,,-1000.0,-2000.0,,2025-05-01 02:08:00-04:00,2025-05-01 04:30:00-04:00,2025-04-30,2025-04-30,2025-05-01,2025-05-01 02:08:00,2025-05-01 04:30:00,2025-05,2025-05,-600.0,10,-300.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20552.5,20527.5,20930.75,20577.5,20930.75,25.0,378.25,15.13,20551.75,20578.5,26.75,267.5,0.0013015923218218095,53.5,235.5,546.0,2.3184713375796178,,-1000.0,-2000.0,,2025-05-11 21:44:00-04:00,2025-05-11 22:39:00-04:00,2025-05-11,2025-05-11,2025-05-11,2025-05-11 21:44:00,2025-05-11 22:39:00,2025-05,2025-05,535.0,10,53.5
