exit_month_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,avg_points_per_trade,win_rate_pct,trading_days,green_days,red_days,worst_day_dollars,best_day_dollars,avg_day_dollars,soft_loss_cap_breach_days,cumulative_pnl_dollars,account_balance_est,month_green,strong_month_flag,equity_peak_est,drawdown_from_peak_dollars
2025-04,10,266.75,164.5,26.675,16.45,60.0,5,3,3,-136.25,273.0,24.458333333333332,0,266.75,50266.75,True,False,50266.75,0.0
2025-05,13,882.25,425.75,67.86538461538461,32.75,46.15384615384615,9,3,5,-132.0,1163.75,125.28125,0,1149.0,51149.0,True,False,51149.0,0.0
2025-06,26,981.0714285714348,575.3928571428587,37.73351648351672,22.130494505494564,53.84615384615385,14,8,6,-206.0,785.5,70.07653061224535,0,2130.071428571435,52130.071428571435,True,False,52130.071428571435,0.0
2025-07,23,448.0,345.0,19.47826086956522,15.0,56.52173913043478,13,4,9,-102.0,572.5,34.46153846153846,0,2578.071428571435,52578.071428571435,True,False,52578.071428571435,0.0
2025-08,7,249.0428571428638,146.88571428571595,35.57755102040911,20.98367346938799,57.14285714285714,5,3,3,-122.4571428571362,291.5,55.2154761904773,0,2827.1142857142986,52827.1142857143,True,False,52827.1142857143,0.0
2025-09,26,773.75,517.75,29.759615384615383,19.91346153846154,57.692307692307686,16,7,8,-123.0,564.25,46.1,0,3600.8642857142986,53600.8642857143,True,False,53600.8642857143,0.0
2025-10,24,795.952678571437,563.1508928571457,33.164694940476544,23.464620535714403,54.166666666666664,12,8,4,-139.89374999999563,400.5,66.32938988095309,0,4396.816964285736,54396.81696428574,True,False,54396.81696428574,0.0
2025-11,15,396.0696428571391,338.8267857142855,26.40464285714261,22.58845238095237,66.66666666666666,9,6,3,-105.1678571428638,209.75,44.00773809523768,0,4792.886607142875,54792.88660714288,True,False,54792.88660714288,0.0
2025-12,17,-406.0294642857152,-35.75982142857174,-23.884086134453838,-2.1035189075630436,35.294117647058826,9,3,6,-230.27946428571522,96.75,-45.114384920635025,0,4386.8571428571595,54386.85714285716,False,False,54792.88660714288,-406.02946428571886
2026-01,26,519.1544642857152,506.63482142857174,19.967479395604432,19.485954670329683,53.84615384615385,12,7,5,-115.09553571428478,468.5,43.2628720238096,0,4906.011607142875,54906.01160714288,True,False,54906.01160714288,0.0
2026-02,11,1036.25,677.0,94.20454545454545,61.54545454545455,54.54545454545454,7,3,4,-123.0,822.75,148.03571428571428,0,5942.261607142875,55942.26160714288,True,False,55942.26160714288,0.0
2026-03,21,2379.496428571423,1052.3741071428558,113.30935374149634,50.11305272108837,66.66666666666666,10,7,3,-273.0,1696.25,237.94964285714232,0,8321.758035714298,58321.7580357143,True,False,58321.7580357143,0.0
2026-04,2,-42.25,5.25,-21.125,2.625,50.0,1,0,1,-42.25,-42.25,-42.25,0,8279.508035714298,58279.5080357143,False,False,58321.7580357143,-42.25
