side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,qualifying_days_count,prop_daily_loss_limit,prop_max_drawdown_limit,prop_qualifying_day_target,entry_time_et,exit_time_et,entry_apex_session_date,exit_apex_session_date,calendar_exit_date_et,entry_month_et,exit_month_et,realized_dollars_10_mnq,report_contracts,realized_dollars_dynamic_contracts,entry_time_et_naive,exit_time_et_naive
LONG,NYPM_CONTINUATION,C2C3,A,PULLBACK_1M,21399.25,21372.0,21529.75,21415.75,21529.75,27.25,130.5,4.7889908256880735,21400.25,21372.0,-28.25,-282.5,-0.0013200780364714948,-56.5,836.5,1186.25,1.4181111775254034,,-1000.0,-2000.0,,2025-05-15 14:09:30-04:00,2025-05-15 16:49:00-04:00,2025-05-14,2025-05-14,2025-05-15,2025-05,2025-05,-565.0,10,-565.0,2025-05-15 14:09:30,2025-05-15 16:49:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21452.75,21424.5,21529.75,21468.25,21529.75,28.25,77.0,2.725663716814159,21453.0,21474.25,21.25,212.5,0.0009905374539691536,21.25,857.75,1186.25,1.3829787234042554,,-1000.0,-2000.0,,2025-05-16 02:22:30-04:00,2025-05-16 03:25:00-04:00,2025-05-15,2025-05-15,2025-05-16,2025-05,2025-05,425.0,10,425.0,2025-05-16 02:22:30,2025-05-16 03:25:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21452.75,21424.5,21529.75,21468.25,21529.75,28.25,77.0,2.725663716814159,21453.0,21424.5,-28.5,-285.0,-0.0013284855264997786,-57.0,800.75,1186.25,1.4814236653137682,,-1000.0,-2000.0,,2025-05-16 02:22:30-04:00,2025-05-16 05:00:00-04:00,2025-05-15,2025-05-15,2025-05-16,2025-05,2025-05,-570.0,10,-570.0,2025-05-16 02:22:30,2025-05-16 05:00:00
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21463.0,21438.0,21562.25,21481.75,21562.25,25.0,99.25,3.97,21460.75,21480.5,19.75,197.5,0.0009202847058000785,19.75,820.5,1186.25,1.4457647775746496,,-1000.0,-2000.0,,2025-05-20 02:59:00-04:00,2025-05-20 03:23:00-04:00,2025-05-19,2025-05-19,2025-05-20,2025-05,2025-05,395.0,10,395.0,2025-05-20 02:59:00,2025-05-20 03:23:00
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21463.0,21438.0,21562.25,21481.75,21562.25,25.0,99.25,3.97,21460.75,21438.0,-22.75,-227.5,-0.0010600747876937655,-45.5,775.0,1186.25,1.5306451612903227,,-1000.0,-2000.0,,2025-05-20 02:59:00-04:00,2025-05-20 04:36:00-04:00,2025-05-19,2025-05-19,2025-05-20,2025-05,2025-05,-455.0,10,-455.0,2025-05-20 02:59:00,2025-05-20 04:36:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21210.0,21177.5,21279.75,21221.25,21279.75,32.5,69.75,2.146153846153846,21209.5,21241.75,32.25,322.5,0.0015205450387798525,32.25,807.25,1186.25,1.4694951997522452,,-1000.0,-2000.0,,2025-05-25 21:49:30-04:00,2025-05-25 22:30:00-04:00,2025-05-25,2025-05-25,2025-05-25,2025-05,2025-05,645.0,5,322.5,2025-05-25 21:49:30,2025-05-25 22:30:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21210.0,21177.5,21279.75,21221.25,21279.75,32.5,69.75,2.146153846153846,21209.5,21279.75,70.25,702.5,0.0033121950069543438,140.5,947.75,1186.25,1.251648641519388,,-1000.0,-2000.0,,2025-05-25 21:49:30-04:00,2025-05-26 00:01:30-04:00,2025-05-25,2025-05-25,2025-05-26,2025-05,2025-05,1405.0,5,702.5,2025-05-25 21:49:30,2025-05-26 00:01:30
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21267.0,21242.0,21359.75,21285.75,21359.75,25.0,92.75,3.71,21267.75,21287.5,19.75,197.5,0.0009286360804503513,19.75,967.5,1186.25,1.2260981912144704,,-1000.0,-2000.0,,2025-05-26 03:09:30-04:00,2025-05-26 04:32:30-04:00,2025-05-25,2025-05-25,2025-05-26,2025-05,2025-05,395.0,10,395.0,2025-05-26 03:09:30,2025-05-26 04:32:30
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21267.0,21242.0,21359.75,21285.75,21359.75,25.0,92.75,3.71,21267.75,21242.0,-25.75,-257.5,-0.0012107533707138574,-51.5,916.0,1186.25,1.295032751091703,,-1000.0,-2000.0,,2025-05-26 03:09:30-04:00,2025-05-26 06:30:30-04:00,2025-05-25,2025-05-25,2025-05-26,2025-05,2025-05,-515.0,10,-515.0,2025-05-26 03:09:30,2025-05-26 06:30:30
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,21328.75,21300.75,21488.5,21344.5,21488.5,28.0,159.75,5.705357142857143,21329.25,21300.75,-28.5,-285.0,-0.0013361932557403033,-85.5,830.5,1186.25,1.4283564118001204,,-1000.0,-2000.0,,2025-05-27 00:23:00-04:00,2025-05-27 00:50:30-04:00,2025-05-26,2025-05-26,2025-05-27,2025-05,2025-05,-570.0,5,-285.0,2025-05-27 00:23:00,2025-05-27 00:50:30
LONG,NYPM_CONTINUATION,C2C3,A,PULLBACK_1M,21471.0,21446.0,21546.0,21489.75,21546.0,25.0,75.0,3.0,21470.5,21469.25,-1.25,-12.5,-5.8219417340077406e-05,-3.75,826.75,1186.25,1.4348351980647112,,-1000.0,-2000.0,,2025-05-27 14:58:30-04:00,2025-05-27 16:55:30-04:00,2025-05-26,2025-05-26,2025-05-27,2025-05,2025-05,-25.0,10,-25.0,2025-05-27 14:58:30,2025-05-27 16:55:30
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21502.75,21469.25,21849.5,21513.0,21849.5,33.5,346.75,10.350746268656716,21502.0,21528.0,26.0,260.0,0.0012091898428052694,26.0,852.75,1186.25,1.3910876575784228,,-1000.0,-2000.0,,2025-05-28 03:10:00-04:00,2025-05-28 04:24:00-04:00,2025-05-27,2025-05-27,2025-05-28,2025-05,2025-05,520.0,10,520.0,2025-05-28 03:10:00,2025-05-28 04:24:00
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21502.75,21469.25,21849.5,21513.0,21849.5,33.5,346.75,10.350746268656716,21502.0,21469.25,-32.75,-327.5,-0.001523114128918257,-65.5,787.25,1186.25,1.5068275643061289,,-1000.0,-2000.0,,2025-05-28 03:10:00-04:00,2025-05-28 05:50:30-04:00,2025-05-27,2025-05-27,2025-05-28,2025-05,2025-05,-655.0,10,-655.0,2025-05-28 03:10:00,2025-05-28 05:50:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21797.75,21772.0,21872.0,21815.75,21872.0,25.75,74.25,2.883495145631068,21797.0,21816.75,19.75,197.5,0.0009060879937605737,19.75,807.0,1186.25,1.4699504337050806,,-1000.0,-2000.0,,2025-05-28 20:44:30-04:00,2025-05-28 21:44:00-04:00,2025-05-28,2025-05-28,2025-05-28,2025-05,2025-05,395.0,5,197.5,2025-05-28 20:44:30,2025-05-28 21:44:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21797.75,21772.0,21872.0,21815.75,21872.0,25.75,74.25,2.883495145631068,21797.0,21772.0,-25.0,-250.0,-0.0011469468275451256,-50.0,757.0,1186.25,1.5670409511228534,,-1000.0,-2000.0,,2025-05-28 20:44:30-04:00,2025-05-28 22:17:00-04:00,2025-05-28,2025-05-28,2025-05-28,2025-05,2025-05,-500.0,5,-250.0,2025-05-28 20:44:30,2025-05-28 22:17:00
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21293.5,21266.75,21525.75,21310.5,21525.75,26.75,232.25,8.682242990654206,21293.5,21266.75,-26.75,-267.5,-0.0012562519078591627,-80.25,676.75,1186.25,1.7528629479128186,,-1000.0,-2000.0,,2025-06-02 04:45:30-04:00,2025-06-02 04:51:00-04:00,2025-06-01,2025-06-01,2025-06-02,2025-06,2025-06,-535.0,10,-535.0,2025-06-02 04:45:30,2025-06-02 04:51:00
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21293.5,21266.75,21525.75,21310.5,21525.75,26.75,232.25,8.682242990654206,21293.25,21266.75,-26.5,-265.0,-0.0012445258473929854,-79.5,597.25,1186.25,1.9861866889912096,,-1000.0,-2000.0,,2025-06-02 05:01:00-04:00,2025-06-02 05:05:00-04:00,2025-06-01,2025-06-01,2025-06-02,2025-06,2025-06,-530.0,10,-530.0,2025-06-02 05:01:00,2025-06-02 05:05:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21461.0,21432.25,21759.75,21476.0,21759.75,28.75,298.75,10.391304347826088,21461.0,21484.5,23.5,235.0,0.0010950095522110903,23.5,620.75,1186.25,1.9109947643979057,,-1000.0,-2000.0,,2025-06-03 02:02:00-04:00,2025-06-03 02:56:00-04:00,2025-06-02,2025-06-02,2025-06-03,2025-06,2025-06,470.0,10,470.0,2025-06-03 02:02:00,2025-06-03 02:56:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21461.0,21432.25,21759.75,21476.0,21759.75,28.75,298.75,10.391304347826088,21461.0,21712.25,251.25,2512.5,0.011707282978425937,502.5,1123.25,1186.25,1.0560872468283997,,-1000.0,-2000.0,,2025-06-03 02:02:00-04:00,2025-06-03 16:55:30-04:00,2025-06-02,2025-06-02,2025-06-03,2025-06,2025-06,5025.0,10,5025.0,2025-06-03 02:02:00,2025-06-03 16:55:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21834.75,21808.5,21935.0,21852.25,21935.0,26.25,100.25,3.8190476190476192,21834.75,21808.5,-26.25,-262.5,-0.0012022120702092076,-78.75,1044.5,1186.25,1.1357108664432742,,-1000.0,-2000.0,,2025-06-05 00:28:00-04:00,2025-06-05 00:47:30-04:00,2025-06-04,2025-06-04,2025-06-05,2025-06,2025-06,-525.0,5,-262.5,2025-06-05 00:28:00,2025-06-05 00:47:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21749.0,21722.25,21873.5,21766.0,21873.5,26.75,124.5,4.654205607476635,21749.0,21768.75,19.75,197.5,0.0009080877281713029,19.75,1064.25,1186.25,1.114634719285882,,-1000.0,-2000.0,,2025-06-08 20:59:00-04:00,2025-06-08 23:01:30-04:00,2025-06-08,2025-06-08,2025-06-08,2025-06,2025-06,395.0,5,197.5,2025-06-08 20:59:00,2025-06-08 23:01:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21749.0,21722.25,21873.5,21766.0,21873.5,26.75,124.5,4.654205607476635,21749.0,21873.5,124.5,1245.0,0.005724401121890654,249.0,1313.25,1186.25,0.9032933561774225,,-1000.0,-2000.0,,2025-06-08 20:59:00-04:00,2025-06-09 06:31:00-04:00,2025-06-08,2025-06-08,2025-06-09,2025-06,2025-06,2490.0,5,1245.0,2025-06-08 20:59:00,2025-06-09 06:31:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21889.0,21864.0,21973.25,21907.75,21973.25,25.0,84.25,3.37,21888.75,21908.5,19.75,197.5,0.0009022899891497627,19.75,1333.0,1186.25,0.8899099774943736,,-1000.0,-2000.0,,2025-06-10 21:06:30-04:00,2025-06-10 23:11:30-04:00,2025-06-10,2025-06-10,2025-06-10,2025-06,2025-06,395.0,5,197.5,2025-06-10 21:06:30,2025-06-10 23:11:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21889.0,21864.0,21973.25,21907.75,21973.25,25.0,84.25,3.37,21888.75,21888.75,0.0,0.0,0.0,0.0,1333.0,1186.25,0.8899099774943736,,-1000.0,-2000.0,,2025-06-10 21:06:30-04:00,2025-06-11 03:16:30-04:00,2025-06-10,2025-06-10,2025-06-11,2025-06,2025-06,0.0,5,0.0,2025-06-10 21:06:30,2025-06-11 03:16:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21754.25,21719.75,21854.75,21763.5,21854.75,34.5,100.5,2.9130434782608696,21756.25,21782.5,26.25,262.5,0.0012065498419995269,26.25,1359.25,1186.25,0.872723928637116,,-1000.0,-2000.0,,2025-06-15 22:41:30-04:00,2025-06-15 23:51:00-04:00,2025-06-15,2025-06-15,2025-06-15,2025-06,2025-06,525.0,5,262.5,2025-06-15 22:41:30,2025-06-15 23:51:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21754.25,21719.75,21854.75,21763.5,21854.75,34.5,100.5,2.9130434782608696,21756.25,21854.75,98.5,985.0,0.004527434645216877,197.0,1556.25,1186.25,0.7622489959839357,,-1000.0,-2000.0,,2025-06-15 22:41:30-04:00,2025-06-16 05:31:00-04:00,2025-06-15,2025-06-15,2025-06-16,2025-06,2025-06,1970.0,5,985.0,2025-06-15 22:41:30,2025-06-16 05:31:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21982.25,21957.0,22057.0,22000.75,22057.0,25.25,74.75,2.9603960396039604,21982.5,22003.25,20.75,207.5,0.0009439326737177289,20.75,1577.0,1186.25,0.7522194039315155,,-1000.0,-2000.0,,2025-06-17 20:48:00-04:00,2025-06-17 22:09:30-04:00,2025-06-17,2025-06-17,2025-06-17,2025-06,2025-06,415.0,5,207.5,2025-06-17 20:48:00,2025-06-17 22:09:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21982.25,21957.0,22057.0,22000.75,22057.0,25.25,74.75,2.9603960396039604,21982.5,22057.0,74.5,745.0,0.0033890594791310402,74.5,1651.5,1186.25,0.7182864062973054,,-1000.0,-2000.0,,2025-06-17 20:48:00-04:00,2025-06-18 01:04:00-04:00,2025-06-17,2025-06-17,2025-06-18,2025-06,2025-06,1490.0,5,745.0,2025-06-17 20:48:00,2025-06-18 01:04:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21905.0,21880.0,22097.75,21923.75,22097.75,25.0,192.75,7.71,21904.25,21923.5,19.25,192.5,0.0008788248855815528,19.25,1670.75,1186.25,0.7100104743378722,,-1000.0,-2000.0,,2025-06-19 20:17:30-04:00,2025-06-19 21:56:30-04:00,2025-06-19,2025-06-19,2025-06-19,2025-06,2025-06,385.0,5,192.5,2025-06-19 20:17:30,2025-06-19 21:56:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21905.0,21880.0,22097.75,21923.75,22097.75,25.0,192.75,7.71,21904.25,21904.25,0.0,0.0,0.0,0.0,1670.75,1186.25,0.7100104743378722,,-1000.0,-2000.0,,2025-06-19 20:17:30-04:00,2025-06-20 00:31:30-04:00,2025-06-19,2025-06-19,2025-06-20,2025-06,2025-06,0.0,5,0.0,2025-06-19 20:17:30,2025-06-20 00:31:30
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,22089.75,22054.25,22384.5,22098.0,22384.5,35.5,294.75,8.30281690140845,22087.75,22147.0,59.25,592.5,0.00268248237145019,59.25,1730.0,1186.25,0.6856936416184971,,-1000.0,-2000.0,,2025-06-23 14:03:00-04:00,2025-06-23 14:04:00-04:00,2025-06-22,2025-06-22,2025-06-23,2025-06,2025-06,1185.0,10,1185.0,2025-06-23 14:03:00,2025-06-23 14:04:00
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,22089.75,22054.25,22384.5,22098.0,22384.5,35.5,294.75,8.30281690140845,22087.75,22237.5,149.75,1497.5,0.006779776120247716,149.75,1879.75,1186.25,0.6310679611650486,,-1000.0,-2000.0,,2025-06-23 14:03:00-04:00,2025-06-23 16:55:30-04:00,2025-06-22,2025-06-22,2025-06-23,2025-06,2025-06,2995.0,10,2995.0,2025-06-23 14:03:00,2025-06-23 16:55:30
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22431.5,22406.5,22559.5,22450.25,22559.5,25.0,128.0,5.12,22431.5,22452.0,20.5,205.0,0.0009138934088224193,20.5,1900.25,1186.25,0.6242599657939745,,-1000.0,-2000.0,,2025-06-25 02:30:00-04:00,2025-06-25 02:56:00-04:00,2025-06-24,2025-06-24,2025-06-25,2025-06,2025-06,410.0,10,410.0,2025-06-25 02:30:00,2025-06-25 02:56:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22431.5,22406.5,22559.5,22450.25,22559.5,25.0,128.0,5.12,22431.5,22431.5,0.0,0.0,0.0,0.0,1900.25,1186.25,0.6242599657939745,,-1000.0,-2000.0,,2025-06-25 02:30:00-04:00,2025-06-25 07:32:30-04:00,2025-06-24,2025-06-24,2025-06-25,2025-06,2025-06,0.0,10,0.0,2025-06-25 02:30:00,2025-06-25 07:32:30
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,22505.25,22480.25,22580.25,22524.0,22580.25,25.0,75.0,3.0,22505.0,22526.0,21.0,210.0,0.0009331259720062324,21.0,1921.25,1186.25,0.6174365647364997,,-1000.0,-2000.0,,2025-06-25 20:57:30-04:00,2025-06-25 22:45:30-04:00,2025-06-25,2025-06-25,2025-06-25,2025-06,2025-06,420.0,5,210.0,2025-06-25 20:57:30,2025-06-25 22:45:30
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,22505.25,22480.25,22580.25,22524.0,22580.25,25.0,75.0,3.0,22505.0,22580.25,75.25,752.5,0.00334370139968887,75.25,1996.5,1186.25,0.5941647883796645,,-1000.0,-2000.0,,2025-06-25 20:57:30-04:00,2025-06-26 02:22:00-04:00,2025-06-25,2025-06-25,2025-06-26,2025-06,2025-06,1505.0,5,752.5,2025-06-25 20:57:30,2025-06-26 02:22:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22566.0,22541.0,22760.0,22584.75,22760.0,25.0,194.0,7.76,22566.75,22541.0,-25.75,-257.5,-0.0011410593018489346,-77.25,1919.25,1186.25,0.6180799791585254,,-1000.0,-2000.0,,2025-06-26 03:09:00-04:00,2025-06-26 04:33:30-04:00,2025-06-25,2025-06-25,2025-06-26,2025-06,2025-06,-515.0,10,-515.0,2025-06-26 03:09:00,2025-06-26 04:33:30
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,22708.25,22675.01785714286,22779.946428571424,22720.924107142855,22779.946428571424,33.2321428571413,71.6964285714239,2.157442235357295,22707.75,22675.01785714286,-32.7321428571413,-327.321428571413,-0.0014414524934061035,-65.4642857142826,1853.7857142857174,1186.25,0.6399067545177811,,-1000.0,-2000.0,,2025-06-26 14:27:00-04:00,2025-06-26 15:11:30-04:00,2025-06-25,2025-06-25,2025-06-26,2025-06,2025-06,-654.642857142826,10,-654.642857142826,2025-06-26 14:27:00,2025-06-26 15:11:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,22697.25,22672.25,22772.25,22716.0,22772.25,25.0,75.0,3.0,22697.0,22716.25,19.25,192.5,0.0008481297087721273,19.25,1873.0357142857174,1186.25,0.6333301554008951,,-1000.0,-2000.0,,2025-06-26 21:12:30-04:00,2025-06-26 21:51:30-04:00,2025-06-26,2025-06-26,2025-06-26,2025-06,2025-06,385.0,5,192.5,2025-06-26 21:12:30,2025-06-26 21:51:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,22697.25,22672.25,22772.25,22716.0,22772.25,25.0,75.0,3.0,22697.0,22772.25,75.25,752.5,0.0033154161342909827,75.25,1948.2857142857174,1186.25,0.6088686024343736,,-1000.0,-2000.0,,2025-06-26 21:12:30-04:00,2025-06-27 03:38:30-04:00,2025-06-26,2025-06-26,2025-06-27,2025-06,2025-06,1505.0,5,752.5,2025-06-26 21:12:30,2025-06-27 03:38:30
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22903.75,22878.125,22980.625,22922.96875,22980.625,25.625,76.875,3.0,22904.25,22878.125,-26.125,-261.25,-0.0011406180075750338,-78.375,1869.9107142857174,1186.25,0.6343885785226556,,-1000.0,-2000.0,,2025-06-30 02:20:00-04:00,2025-06-30 04:32:00-04:00,2025-06-29,2025-06-29,2025-06-30,2025-06,2025-06,-522.5,10,-522.5,2025-06-30 02:20:00,2025-06-30 04:32:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22976.0,22951.0,23051.0,22994.75,23051.0,25.0,75.0,3.0,22975.75,22994.75,19.0,190.0,0.0008269588587968002,19.0,1888.9107142857174,1186.25,0.6280074494937549,,-1000.0,-2000.0,,2025-07-07 03:30:00-04:00,2025-07-07 04:17:00-04:00,2025-07-06,2025-07-06,2025-07-07,2025-07,2025-07,380.0,10,380.0,2025-07-07 03:30:00,2025-07-07 04:17:00
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22976.0,22951.0,23051.0,22994.75,23051.0,25.0,75.0,3.0,22975.75,22951.0,-24.75,-247.5,-0.0010772227239589371,-24.75,1864.1607142857174,1186.25,0.6363453488260696,,-1000.0,-2000.0,,2025-07-07 03:30:00-04:00,2025-07-07 04:55:00-04:00,2025-07-06,2025-07-06,2025-07-07,2025-07,2025-07,-495.0,10,-495.0,2025-07-07 03:30:00,2025-07-07 04:55:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,22923.25,22898.25,23028.5,22942.0,23028.5,25.0,105.25,4.21,22921.75,22941.25,19.5,195.0,0.0008507203856598089,19.5,1883.6607142857174,1186.25,0.629757785467127,,-1000.0,-2000.0,,2025-07-07 21:26:00-04:00,2025-07-07 22:12:30-04:00,2025-07-07,2025-07-07,2025-07-07,2025-07,2025-07,390.0,5,195.0,2025-07-07 21:26:00,2025-07-07 22:12:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,22923.25,22898.25,23028.5,22942.0,23028.5,25.0,105.25,4.21,22921.75,22921.75,0.0,0.0,0.0,0.0,1883.6607142857174,1186.25,0.629757785467127,,-1000.0,-2000.0,,2025-07-07 21:26:00-04:00,2025-07-08 01:51:00-04:00,2025-07-07,2025-07-07,2025-07-08,2025-07,2025-07,0.0,5,0.0,2025-07-07 21:26:00,2025-07-08 01:51:00
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,23022.25,22995.25,23112.0,23039.0,23112.0,27.0,89.75,3.324074074074074,23022.5,23043.75,21.25,212.5,0.0009230100988164569,21.25,1904.9107142857174,1186.25,0.6227325990157009,,-1000.0,-2000.0,,2025-07-10 00:16:00-04:00,2025-07-10 00:43:00-04:00,2025-07-09,2025-07-09,2025-07-10,2025-07,2025-07,425.0,5,212.5,2025-07-10 00:16:00,2025-07-10 00:43:00
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,23022.25,22995.25,23112.0,23039.0,23112.0,27.0,89.75,3.324074074074074,23022.5,23022.5,0.0,0.0,0.0,0.0,1904.9107142857174,1186.25,0.6227325990157009,,-1000.0,-2000.0,,2025-07-10 00:16:00-04:00,2025-07-10 05:34:30-04:00,2025-07-09,2025-07-09,2025-07-10,2025-07,2025-07,0.0,5,0.0,2025-07-10 00:16:00,2025-07-10 05:34:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,23041.5,23016.5,23222.75,23060.25,23222.75,25.0,181.25,7.25,23041.25,23063.0,21.75,217.5,0.0009439592036022404,21.75,1926.6607142857174,1186.25,0.6157025942368819,,-1000.0,-2000.0,,2025-07-16 20:54:30-04:00,2025-07-16 21:30:30-04:00,2025-07-16,2025-07-16,2025-07-16,2025-07,2025-07,435.0,5,217.5,2025-07-16 20:54:30,2025-07-16 21:30:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,23041.5,23016.5,23222.75,23060.25,23222.75,25.0,181.25,7.25,23041.25,23222.75,181.5,1815.0,0.007877176802473906,181.5,2108.1607142857174,1186.25,0.5626942917404296,,-1000.0,-2000.0,,2025-07-16 20:54:30-04:00,2025-07-17 07:05:30-04:00,2025-07-16,2025-07-16,2025-07-17,2025-07,2025-07,3630.0,5,1815.0,2025-07-16 20:54:30,2025-07-17 07:05:30
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,23295.75,23269.75,23369.75,23313.5,23369.75,26.0,74.0,2.8461538461538463,23295.5,23269.75,-25.75,-257.5,-0.0011053636968513247,-77.25,2030.9107142857174,1186.25,0.5840975635490754,,-1000.0,-2000.0,,2025-07-20 23:17:00-04:00,2025-07-21 04:41:30-04:00,2025-07-20,2025-07-20,2025-07-21,2025-07,2025-07,-515.0,5,-257.5,2025-07-20 23:17:00,2025-07-21 04:41:30
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,23340.25,23315.25,23424.75,23359.0,23424.75,25.0,84.5,3.38,23340.0,23315.25,-24.75,-247.5,-0.0010604113110539437,-74.25,1956.6607142857174,1186.25,0.6062624916722176,,-1000.0,-2000.0,,2025-07-22 04:29:30-04:00,2025-07-22 05:31:00-04:00,2025-07-21,2025-07-21,2025-07-22,2025-07,2025-07,-495.0,10,-495.0,2025-07-22 04:29:30,2025-07-22 05:31:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,23254.25,23229.25,23424.75,23273.0,23424.75,25.0,170.5,6.82,23254.0,23273.0,19.0,190.0,0.0008170637309710127,19.0,1975.6607142857174,1186.25,0.6004320435297404,,-1000.0,-2000.0,,2025-07-22 22:30:00-04:00,2025-07-22 23:06:00-04:00,2025-07-22,2025-07-22,2025-07-22,2025-07,2025-07,380.0,5,190.0,2025-07-22 22:30:00,2025-07-22 23:06:00
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,23254.25,23229.25,23424.75,23273.0,23424.75,25.0,170.5,6.82,23254.0,23229.25,-24.75,-247.5,-0.0010643330179753718,-49.5,1926.1607142857174,1186.25,0.6158624206183646,,-1000.0,-2000.0,,2025-07-22 22:30:00-04:00,2025-07-23 05:30:30-04:00,2025-07-22,2025-07-22,2025-07-23,2025-07,2025-07,-495.0,5,-247.5,2025-07-22 22:30:00,2025-07-23 05:30:30
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,23377.0,23351.75,23476.0,23395.5,23476.0,25.25,99.0,3.9207920792079207,23377.25,23351.75,-25.5,-255.0,-0.0010908040937236407,-51.0,1875.1607142857174,1186.25,0.6326124427430019,,-1000.0,-2000.0,,2025-07-25 04:24:30-04:00,2025-07-25 05:05:30-04:00,2025-07-24,2025-07-24,2025-07-25,2025-07,2025-07,-510.0,10,-510.0,2025-07-25 04:24:30,2025-07-25 05:05:30
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,23510.75,23479.5,23598.5,23523.25,23598.5,31.25,87.75,2.808,23510.75,23534.75,24.0,240.0,0.0010208096296375757,24.0,1899.1607142857174,1186.25,0.6246180173572903,,-1000.0,-2000.0,,2025-07-28 14:02:00-04:00,2025-07-28 16:32:30-04:00,2025-07-27,2025-07-27,2025-07-28,2025-07,2025-07,480.0,10,480.0,2025-07-28 14:02:00,2025-07-28 16:32:30
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,23510.75,23479.5,23598.5,23523.25,23598.5,31.25,87.75,2.808,23510.75,23532.0,21.25,212.5,0.0009038418595748166,21.25,1920.4107142857174,1186.25,0.6177064058097681,,-1000.0,-2000.0,,2025-07-28 14:02:00-04:00,2025-07-28 16:55:30-04:00,2025-07-27,2025-07-27,2025-07-28,2025-07,2025-07,425.0,10,425.0,2025-07-28 14:02:00,2025-07-28 16:55:30
