side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,qualifying_days_count,prop_daily_loss_limit,prop_max_drawdown_limit,prop_qualifying_day_target,entry_time_et,exit_time_et,entry_apex_session_date,exit_apex_session_date,calendar_exit_date_et,entry_month_et,exit_month_et,realized_dollars_10_mnq,report_contracts,realized_dollars_dynamic_contracts,entry_time_et_naive,exit_time_et_naive
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,19544.0,19519.0,19623.0,19562.75,19623.0,25.0,79.0,3.16,19538.5,19538.5,0.0,0.0,0.0,0.0,-62.5,166.75,2.668,,-1000.0,-2000.0,,2025-04-28 22:06:30-04:00,2025-04-29 02:33:00-04:00,2025-04-28,2025-04-28,2025-04-29,2025-04,2025-04,0.0,5,0.0,2025-04-28 22:06:30,2025-04-29 02:33:00
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19590.25,19565.25,19688.5,19609.0,19688.5,25.0,98.25,3.93,19588.25,19565.25,-23.0,-230.0,-0.0011741732926626725,-115.0,-177.5,166.75,0.9394366197183098,,-1000.0,-2000.0,,2025-04-29 23:21:30-04:00,2025-04-30 00:02:30-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04,2025-04,-460.0,5,-230.0,2025-04-29 23:21:30,2025-04-30 00:02:30
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19984.5,19958.58035714286,20125.75,20003.502232142855,20125.75,25.919642857141298,141.25,5.449534963830848,19984.25,20007.25,23.0,230.0,0.0011509063387418195,23.0,-154.5,166.75,1.0792880258899675,,-1000.0,-2000.0,,2025-05-01 00:48:00-04:00,2025-05-01 01:32:30-04:00,2025-04-30,2025-04-30,2025-05-01,2025-05,2025-05,460.0,5,230.0,2025-05-01 00:48:00,2025-05-01 01:32:30
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19984.5,19958.58035714286,20125.75,20003.502232142855,20125.75,25.919642857141298,141.25,5.449534963830848,19984.25,19984.25,0.0,0.0,0.0,0.0,-154.5,166.75,1.0792880258899675,,-1000.0,-2000.0,,2025-05-01 00:48:00-04:00,2025-05-01 04:30:00-04:00,2025-04-30,2025-04-30,2025-05-01,2025-05,2025-05,0.0,5,0.0,2025-05-01 00:48:00,2025-05-01 04:30:00
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20552.5,20527.5,20930.75,20571.25,20930.75,25.0,378.25,15.13,20552.5,20571.75,19.25,192.5,0.0009366257146332657,19.25,-135.25,166.75,1.232902033271719,,-1000.0,-2000.0,,2025-05-11 21:43:30-04:00,2025-05-11 22:27:30-04:00,2025-05-11,2025-05-11,2025-05-11,2025-05,2025-05,385.0,5,192.5,2025-05-11 21:43:30,2025-05-11 22:27:30
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20552.5,20527.5,20930.75,20571.25,20930.75,25.0,378.25,15.13,20552.5,20930.75,378.25,3782.5,0.01840408709402741,1134.75,999.5,1154.0,1.1545772886443222,,-1000.0,-2000.0,,2025-05-11 21:43:30-04:00,2025-05-12 02:30:00-04:00,2025-05-11,2025-05-11,2025-05-12,2025-05,2025-05,7565.0,5,3782.5,2025-05-11 21:43:30,2025-05-12 02:30:00
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,20932.25,20899.5,20999.5,20943.25,20999.5,32.75,67.25,2.053435114503817,20931.75,20964.0,32.25,322.5,0.0015407216310150407,32.25,1031.75,1186.25,1.1497455779016235,,-1000.0,-2000.0,,2025-05-12 02:32:30-04:00,2025-05-12 02:34:30-04:00,2025-05-11,2025-05-11,2025-05-12,2025-05,2025-05,645.0,10,645.0,2025-05-12 02:32:30,2025-05-12 02:34:30
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,20932.25,20899.5,20999.5,20943.25,20999.5,32.75,67.25,2.053435114503817,20931.75,20899.5,-32.25,-322.5,-0.0015407216310150407,-96.75,935.0,1186.25,1.268716577540107,,-1000.0,-2000.0,,2025-05-12 02:32:30-04:00,2025-05-12 03:48:30-04:00,2025-05-11,2025-05-11,2025-05-12,2025-05,2025-05,-645.0,10,-645.0,2025-05-12 02:32:30,2025-05-12 03:48:30
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21352.75,21327.75,21427.75,21371.5,21427.75,25.0,75.0,3.0,21350.0,21327.75,-22.25,-222.5,-0.001042154566744724,-66.75,868.25,1186.25,1.3662539591131586,,-1000.0,-2000.0,,2025-05-14 04:06:30-04:00,2025-05-14 04:41:30-04:00,2025-05-13,2025-05-13,2025-05-14,2025-05,2025-05,-445.0,10,-445.0,2025-05-14 04:06:30,2025-05-14 04:41:30
LONG,NYPM_CONTINUATION,C2C3,A,PULLBACK_1M,21399.25,21372.0,21529.75,21415.75,21529.75,27.25,130.5,4.7889908256880735,21400.25,21425.0,24.75,247.5,0.0011565285452272978,24.75,893.0,1186.25,1.328387458006719,,-1000.0,-2000.0,,2025-05-15 14:09:30-04:00,2025-05-15 16:03:00-04:00,2025-05-14,2025-05-14,2025-05-15,2025-05,2025-05,495.0,10,495.0,2025-05-15 14:09:30,2025-05-15 16:03:00
