side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,qualifying_days_count,prop_daily_loss_limit,prop_max_drawdown_limit,prop_qualifying_day_target,entry_time_et,exit_time_et,entry_apex_session_date,exit_apex_session_date,calendar_exit_date_et,entry_time_et_naive,exit_time_et_naive,exit_month_et
LONG,,,,PULLBACK_1M,,,,,,,,,19094.75,19069.75,-25.0,-250.0,,-125.0,-125.0,0.0,0.0,0.0,-1000.0,-2000.0,150.0,2025-04-13 21:47:00-04:00,2025-04-13 22:00:00-04:00,,,,2025-04-13 21:47:00,2025-04-13 22:00:00,2025-04
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19094.75,19069.75,19169.75,19113.5,19169.75,25.0,75.0,3.0,19094.75,19069.75,-25.0,-250.0,-0.001309260398800749,-125.0,-125.0,0.0,0.0,,-1000.0,-2000.0,,2025-04-13 21:47:00-04:00,2025-04-13 22:00:00-04:00,2025-04-13,2025-04-13,2025-04-13,2025-04-13 21:47:00,2025-04-13 22:00:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,18742.25,18715.0,-27.25,-272.5,,-136.25,-261.25,0.0,0.0,0.0,-1000.0,-2000.0,150.0,2025-04-22 22:43:00-04:00,2025-04-22 23:11:00-04:00,,,,2025-04-22 22:43:00,2025-04-22 23:11:00,2025-04
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,18741.25,18715.0,18815.0,18758.75,18815.0,26.25,73.75,2.8095238095238093,18742.25,18715.0,-27.25,-272.5,-0.0014539342928410193,-136.25,-261.25,0.0,0.0,,-1000.0,-2000.0,,2025-04-22 22:43:00-04:00,2025-04-22 23:11:00-04:00,2025-04-22,2025-04-22,2025-04-22,2025-04-22 22:43:00,2025-04-22 23:11:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,18895.0,18861.5,-33.5,-335.0,,-167.5,-428.75,0.0,0.0,0.0,-1000.0,-2000.0,150.0,2025-04-23 03:37:00-04:00,2025-04-23 03:59:00-04:00,,,,2025-04-23 03:37:00,2025-04-23 03:59:00,2025-04
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,18895.25,18861.5,19165.5,18905.25,19165.5,33.75,270.25,8.007407407407408,18895.0,18861.5,-33.5,-335.0,-0.0017729558084149666,-167.5,-428.75,0.0,0.0,,-1000.0,-2000.0,,2025-04-23 03:37:00-04:00,2025-04-23 03:59:00-04:00,2025-04-22,2025-04-22,2025-04-23,2025-04-23 03:37:00,2025-04-23 03:59:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19497.5,19520.25,22.75,227.5,,22.75,-406.0,22.75,0.05603448275862069,0.0,-1000.0,-2000.0,150.0,2025-04-28 15:05:00-04:00,2025-04-28 15:17:00-04:00,,,,2025-04-28 15:05:00,2025-04-28 15:17:00,2025-04
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,19508.25,19478.470535714285,19623.0,19530.584598214286,19623.0,29.77946428571522,114.75,3.8533265373428467,19497.5,19520.25,22.75,227.5,0.001166816258494574,22.75,-406.0,22.75,0.05603448275862069,,-1000.0,-2000.0,,2025-04-28 15:05:00-04:00,2025-04-28 15:17:00-04:00,2025-04-27,2025-04-27,2025-04-28,2025-04-28 15:05:00,2025-04-28 15:17:00,2025-04
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,19508.25,19478.470535714285,19623.0,19530.584598214286,19623.0,29.77946428571522,114.75,3.8533265373428467,19497.5,19557.5,60.0,600.0,0.003077317604821106,240.0,-166.0,262.75,1.5828313253012047,,-1000.0,-2000.0,,2025-04-28 15:05:00-04:00,2025-04-28 16:56:00-04:00,2025-04-27,2025-04-27,2025-04-28,2025-04-28 15:05:00,2025-04-28 16:56:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19497.5,19557.5,60.0,600.0,,240.0,-166.0,262.75,1.5828313253012047,1.0,-1000.0,-2000.0,150.0,2025-04-28 15:05:00-04:00,2025-04-28 16:56:00-04:00,,,,2025-04-28 15:05:00,2025-04-28 16:56:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19538.5,19557.0,18.5,185.0,,18.5,-147.5,281.25,1.9067796610169492,1.0,-1000.0,-2000.0,150.0,2025-04-28 22:07:00-04:00,2025-04-28 22:36:00-04:00,,,,2025-04-28 22:07:00,2025-04-28 22:36:00,2025-04
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,19544.0,19519.0,19623.0,19562.75,19623.0,25.0,79.0,3.16,19538.5,19557.0,18.5,185.0,0.000946848529825628,18.5,-147.5,281.25,1.9067796610169492,,-1000.0,-2000.0,,2025-04-28 22:07:00-04:00,2025-04-28 22:36:00-04:00,2025-04-28,2025-04-28,2025-04-28,2025-04-28 22:07:00,2025-04-28 22:36:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19538.5,19538.5,0.0,0.0,,0.0,-147.5,281.25,1.9067796610169492,1.0,-1000.0,-2000.0,150.0,2025-04-28 22:07:00-04:00,2025-04-29 02:33:00-04:00,,,,2025-04-28 22:07:00,2025-04-29 02:33:00,2025-04
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,19544.0,19519.0,19623.0,19562.75,19623.0,25.0,79.0,3.16,19538.5,19538.5,0.0,0.0,0.0,0.0,-147.5,281.25,1.9067796610169492,,-1000.0,-2000.0,,2025-04-28 22:07:00-04:00,2025-04-29 02:33:00-04:00,2025-04-28,2025-04-28,2025-04-29,2025-04-28 22:07:00,2025-04-29 02:33:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19563.0,19588.25,25.25,252.5,,25.25,-122.25,281.25,2.3006134969325154,1.0,-1000.0,-2000.0,150.0,2025-04-29 22:58:00-04:00,2025-04-29 23:14:00-04:00,,,,2025-04-29 22:58:00,2025-04-29 23:14:00,2025-04
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19564.5,19539.5,19688.5,19583.25,19688.5,25.0,124.0,4.96,19563.0,19588.25,25.25,252.5,0.0012907018350969413,25.25,-122.25,281.25,2.3006134969325154,,-1000.0,-2000.0,,2025-04-29 22:58:00-04:00,2025-04-29 23:14:00-04:00,2025-04-29,2025-04-29,2025-04-29,2025-04-29 22:58:00,2025-04-29 23:14:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19563.0,19563.0,0.0,0.0,,0.0,-122.25,281.25,2.3006134969325154,1.0,-1000.0,-2000.0,150.0,2025-04-29 22:58:00-04:00,2025-04-30 02:30:00-04:00,,,,2025-04-29 22:58:00,2025-04-30 02:30:00,2025-04
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,19564.5,19539.5,19688.5,19583.25,19688.5,25.0,124.0,4.96,19563.0,19563.0,0.0,0.0,0.0,0.0,-122.25,281.25,2.3006134969325154,,-1000.0,-2000.0,,2025-04-29 22:58:00-04:00,2025-04-30 02:30:00-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04-29 22:58:00,2025-04-30 02:30:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19891.25,19912.25,21.0,210.0,,21.0,-101.25,281.25,2.7777777777777777,1.0,-1000.0,-2000.0,150.0,2025-04-30 14:56:00-04:00,2025-04-30 15:25:00-04:00,,,,2025-04-30 14:56:00,2025-04-30 15:25:00,2025-04
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,19892.25,19866.0,19976.5,19909.75,19976.5,26.25,84.25,3.2095238095238097,19891.25,19912.25,21.0,210.0,0.001055740589455123,21.0,-101.25,281.25,2.7777777777777777,,-1000.0,-2000.0,,2025-04-30 14:56:00-04:00,2025-04-30 15:25:00-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04-30 14:56:00,2025-04-30 15:25:00,2025-04
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,19892.25,19866.0,19976.5,19909.75,19976.5,26.25,84.25,3.2095238095238097,19891.25,19935.0,43.75,437.5,0.0021994595613650247,175.0,73.75,281.25,3.8135593220338984,,-1000.0,-2000.0,,2025-04-30 14:56:00-04:00,2025-04-30 16:56:00-04:00,2025-04-29,2025-04-29,2025-04-30,2025-04-30 14:56:00,2025-04-30 16:56:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,19891.25,19935.0,43.75,437.5,,175.0,73.75,281.25,3.8135593220338984,2.0,-1000.0,-2000.0,150.0,2025-04-30 14:56:00-04:00,2025-04-30 16:56:00-04:00,,,,2025-04-30 14:56:00,2025-04-30 16:56:00,2025-04
LONG,,,,PULLBACK_1M,,,,,,,,,20009.5,19979.5,-30.0,-300.0,,-90.0,-16.25,281.25,17.307692307692307,2.0,-1000.0,-2000.0,150.0,2025-05-01 02:08:00-04:00,2025-05-01 04:30:00-04:00,,,,2025-05-01 02:08:00,2025-05-01 04:30:00,2025-05
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20008.5,19979.5,20125.75,20023.25,20125.75,29.0,117.25,4.043103448275862,20009.5,19979.5,-30.0,-300.0,-0.0014992878382767971,-90.0,-16.25,281.25,17.307692307692307,,-1000.0,-2000.0,,2025-05-01 02:08:00-04:00,2025-05-01 04:30:00-04:00,2025-04-30,2025-04-30,2025-05-01,2025-05-01 02:08:00,2025-05-01 04:30:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,20551.75,20575.0,23.25,232.5,,23.25,7.0,281.25,40.17857142857143,2.0,-1000.0,-2000.0,150.0,2025-05-11 21:44:00-04:00,2025-05-11 22:28:00-04:00,,,,2025-05-11 21:44:00,2025-05-11 22:28:00,2025-05
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20552.5,20527.5,20930.75,20571.25,20930.75,25.0,378.25,15.13,20551.75,20575.0,23.25,232.5,0.0011312905227047754,23.25,7.0,281.25,40.17857142857143,,-1000.0,-2000.0,,2025-05-11 21:44:00-04:00,2025-05-11 22:28:00-04:00,2025-05-11,2025-05-11,2025-05-11,2025-05-11 21:44:00,2025-05-11 22:28:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,20551.75,20930.75,379.0,3790.0,,1137.0,1144.0,1137.0,0.9938811188811189,3.0,-1000.0,-2000.0,150.0,2025-05-11 21:44:00-04:00,2025-05-12 02:30:00-04:00,,,,2025-05-11 21:44:00,2025-05-12 02:30:00,2025-05
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,20552.5,20527.5,20930.75,20571.25,20930.75,25.0,378.25,15.13,20551.75,20930.75,379.0,3790.0,0.018441251961511806,1137.0,1144.0,1160.25,1.0142045454545454,,-1000.0,-2000.0,,2025-05-11 21:44:00-04:00,2025-05-12 02:30:00-04:00,2025-05-11,2025-05-11,2025-05-12,2025-05-11 21:44:00,2025-05-12 02:30:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21350.25,21327.75,-22.5,-225.0,,-67.5,1076.5,1137.0,1.0562006502554575,3.0,-1000.0,-2000.0,150.0,2025-05-14 04:07:00-04:00,2025-05-14 04:41:00-04:00,,,,2025-05-14 04:07:00,2025-05-14 04:41:00,2025-05
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21352.75,21327.75,21427.75,21371.5,21427.75,25.0,75.0,3.0,21350.25,21327.75,-22.5,-225.0,-0.0010538518284328724,-67.5,1076.5,1160.25,1.0777984208081746,,-1000.0,-2000.0,,2025-05-14 04:07:00-04:00,2025-05-14 04:41:00-04:00,2025-05-13,2025-05-13,2025-05-14,2025-05-14 04:07:00,2025-05-14 04:41:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21400.0,21425.0,25.0,250.0,,25.0,1101.5,1137.0,1.0322287789378122,3.0,-1000.0,-2000.0,150.0,2025-05-15 14:10:00-04:00,2025-05-15 16:03:00-04:00,,,,2025-05-15 14:10:00,2025-05-15 16:03:00,2025-05
LONG,NYPM_CONTINUATION,C2C3,A,PULLBACK_1M,21399.0,21372.0,21529.75,21415.75,21529.75,27.0,130.75,4.842592592592593,21400.0,21425.0,25.0,250.0,0.001168224299065379,25.0,1101.5,1160.25,1.0533363595097593,,-1000.0,-2000.0,,2025-05-15 14:10:00-04:00,2025-05-15 16:03:00-04:00,2025-05-14,2025-05-14,2025-05-15,2025-05-15 14:10:00,2025-05-15 16:03:00,2025-05
LONG,NYPM_CONTINUATION,C2C3,A,PULLBACK_1M,21399.0,21372.0,21529.75,21415.75,21529.75,27.0,130.75,4.842592592592593,21400.0,21372.0,-28.0,-280.0,-0.0013084112149532867,-56.0,1045.5,1160.25,1.1097560975609757,,-1000.0,-2000.0,,2025-05-15 14:10:00-04:00,2025-05-15 16:49:00-04:00,2025-05-14,2025-05-14,2025-05-15,2025-05-15 14:10:00,2025-05-15 16:49:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21400.0,21372.0,-28.0,-280.0,,-56.0,1045.5,1137.0,1.0875179340028693,3.0,-1000.0,-2000.0,150.0,2025-05-15 14:10:00-04:00,2025-05-15 16:49:00-04:00,,,,2025-05-15 14:10:00,2025-05-15 16:49:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21454.75,21485.25,30.5,305.0,,30.5,1076.0,1137.0,1.0566914498141264,3.0,-1000.0,-2000.0,150.0,2025-05-16 02:23:00-04:00,2025-05-16 03:27:00-04:00,,,,2025-05-16 02:23:00,2025-05-16 03:27:00,2025-05
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21455.0,21424.5,21529.75,21468.25,21529.75,30.5,74.75,2.4508196721311477,21454.75,21485.25,30.5,305.0,0.0014215966161339466,30.5,1076.0,1160.25,1.0782992565055762,,-1000.0,-2000.0,,2025-05-16 02:23:00-04:00,2025-05-16 03:27:00-04:00,2025-05-15,2025-05-15,2025-05-16,2025-05-16 02:23:00,2025-05-16 03:27:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21454.75,21424.5,-30.25,-302.5,,-60.5,1015.5,1137.0,1.1196454948301329,3.0,-1000.0,-2000.0,150.0,2025-05-16 02:23:00-04:00,2025-05-16 05:00:00-04:00,,,,2025-05-16 02:23:00,2025-05-16 05:00:00,2025-05
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21455.0,21424.5,21529.75,21468.25,21529.75,30.5,74.75,2.4508196721311477,21454.75,21424.5,-30.25,-302.5,-0.0014099441848541838,-60.5,1015.5,1160.25,1.1425406203840474,,-1000.0,-2000.0,,2025-05-16 02:23:00-04:00,2025-05-16 05:00:00-04:00,2025-05-15,2025-05-15,2025-05-16,2025-05-16 02:23:00,2025-05-16 05:00:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21460.75,21480.5,19.75,197.5,,19.75,1035.25,1137.0,1.0982854382999276,3.0,-1000.0,-2000.0,150.0,2025-05-20 02:59:00-04:00,2025-05-20 03:23:00-04:00,,,,2025-05-20 02:59:00,2025-05-20 03:23:00,2025-05
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21463.0,21438.0,21562.25,21481.75,21562.25,25.0,99.25,3.97,21460.75,21480.5,19.75,197.5,0.0009202847058000785,19.75,1035.25,1160.25,1.1207437816952428,,-1000.0,-2000.0,,2025-05-20 02:59:00-04:00,2025-05-20 03:23:00-04:00,2025-05-19,2025-05-19,2025-05-20,2025-05-20 02:59:00,2025-05-20 03:23:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21460.75,21438.0,-22.75,-227.5,,-45.5,989.75,1137.0,1.1487749431674665,3.0,-1000.0,-2000.0,150.0,2025-05-20 02:59:00-04:00,2025-05-20 04:36:00-04:00,,,,2025-05-20 02:59:00,2025-05-20 04:36:00,2025-05
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21463.0,21438.0,21562.25,21481.75,21562.25,25.0,99.25,3.97,21460.75,21438.0,-22.75,-227.5,-0.0010600747876937655,-45.5,989.75,1160.25,1.1722657236675929,,-1000.0,-2000.0,,2025-05-20 02:59:00-04:00,2025-05-20 04:36:00-04:00,2025-05-19,2025-05-19,2025-05-20,2025-05-20 02:59:00,2025-05-20 04:36:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21211.0,21241.75,30.75,307.5,,30.75,1020.5,1137.0,1.1141597256246938,3.0,-1000.0,-2000.0,150.0,2025-05-25 21:50:00-04:00,2025-05-25 22:30:00-04:00,,,,2025-05-25 21:50:00,2025-05-25 22:30:00,2025-05
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21210.25,21177.5,21279.75,21221.25,21279.75,32.75,69.5,2.122137404580153,21211.0,21241.75,30.75,307.5,0.0014497194851728068,30.75,1020.5,1160.25,1.1369426751592357,,-1000.0,-2000.0,,2025-05-25 21:50:00-04:00,2025-05-25 22:30:00-04:00,2025-05-25,2025-05-25,2025-05-25,2025-05-25 21:50:00,2025-05-25 22:30:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21211.0,21279.75,68.75,687.5,,137.5,1158.0,1137.0,0.9818652849740933,3.0,-1000.0,-2000.0,150.0,2025-05-25 21:50:00-04:00,2025-05-26 00:01:00-04:00,,,,2025-05-25 21:50:00,2025-05-26 00:01:00,2025-05
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21210.25,21177.5,21279.75,21221.25,21279.75,32.75,69.5,2.122137404580153,21211.0,21279.75,68.75,687.5,0.0032412427514025843,137.5,1158.0,1160.25,1.0019430051813472,,-1000.0,-2000.0,,2025-05-25 21:50:00-04:00,2025-05-26 00:01:00-04:00,2025-05-25,2025-05-25,2025-05-26,2025-05-25 21:50:00,2025-05-26 00:01:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21267.0,21285.25,18.25,182.5,,18.25,1176.25,1137.0,0.9666312433581297,4.0,-1000.0,-2000.0,150.0,2025-05-26 03:10:00-04:00,2025-05-26 04:32:00-04:00,,,,2025-05-26 03:10:00,2025-05-26 04:32:00,2025-05
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21267.0,21242.0,21359.75,21285.75,21359.75,25.0,92.75,3.71,21267.0,21285.25,18.25,182.5,0.0008581370197959792,18.25,1176.25,1160.25,0.9863974495217853,,-1000.0,-2000.0,,2025-05-26 03:10:00-04:00,2025-05-26 04:32:00-04:00,2025-05-25,2025-05-25,2025-05-26,2025-05-26 03:10:00,2025-05-26 04:32:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21267.0,21242.0,-25.0,-250.0,,-50.0,1126.25,1137.0,1.0095449500554938,4.0,-1000.0,-2000.0,150.0,2025-05-26 03:10:00-04:00,2025-05-26 06:30:00-04:00,,,,2025-05-26 03:10:00,2025-05-26 06:30:00,2025-05
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21267.0,21242.0,21359.75,21285.75,21359.75,25.0,92.75,3.71,21267.0,21242.0,-25.0,-250.0,-0.0011755301641039884,-50.0,1126.25,1160.25,1.030188679245283,,-1000.0,-2000.0,,2025-05-26 03:10:00-04:00,2025-05-26 06:30:00-04:00,2025-05-25,2025-05-25,2025-05-26,2025-05-26 03:10:00,2025-05-26 06:30:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21333.75,21300.75,-33.0,-330.0,,-99.0,1027.25,1137.0,1.1068386468727185,4.0,-1000.0,-2000.0,150.0,2025-05-27 00:24:00-04:00,2025-05-27 00:50:00-04:00,,,,2025-05-27 00:24:00,2025-05-27 00:50:00,2025-05
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,21333.75,21300.75,21488.5,21344.5,21488.5,33.0,154.75,4.6893939393939394,21333.75,21300.75,-33.0,-330.0,-0.0015468447881877845,-99.0,1027.25,1160.25,1.1294718909710393,,-1000.0,-2000.0,,2025-05-27 00:24:00-04:00,2025-05-27 00:50:00-04:00,2025-05-26,2025-05-26,2025-05-27,2025-05-27 00:24:00,2025-05-27 00:50:00,2025-05
LONG,NYPM_CONTINUATION,C2C3,A,PULLBACK_1M,21472.25,21446.0,21546.0,21489.75,21546.0,26.25,73.75,2.8095238095238093,21471.5,21469.25,-2.25,-22.5,-0.00010479007055863576,-6.75,1020.5,1160.25,1.1369426751592357,,-1000.0,-2000.0,,2025-05-27 14:59:00-04:00,2025-05-27 16:56:00-04:00,2025-05-26,2025-05-26,2025-05-27,2025-05-27 14:59:00,2025-05-27 16:56:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21471.5,21469.25,-2.25,-22.5,,-6.75,1020.5,1137.0,1.1141597256246938,4.0,-1000.0,-2000.0,150.0,2025-05-27 14:59:00-04:00,2025-05-27 16:56:00-04:00,,,,2025-05-27 14:59:00,2025-05-27 16:56:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21496.5,21521.25,24.75,247.5,,24.75,1045.25,1137.0,1.087778043530256,4.0,-1000.0,-2000.0,150.0,2025-05-28 03:29:00-04:00,2025-05-28 04:17:00-04:00,,,,2025-05-28 03:29:00,2025-05-28 04:17:00,2025-05
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21497.0,21469.25,21849.5,21513.0,21849.5,27.75,352.5,12.702702702702704,21496.5,21521.25,24.75,247.5,0.0011513502198032821,24.75,1045.25,1160.25,1.1100215259507296,,-1000.0,-2000.0,,2025-05-28 03:29:00-04:00,2025-05-28 04:17:00-04:00,2025-05-27,2025-05-27,2025-05-28,2025-05-28 03:29:00,2025-05-28 04:17:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21496.5,21496.5,0.0,0.0,,0.0,1045.25,1137.0,1.087778043530256,4.0,-1000.0,-2000.0,150.0,2025-05-28 03:29:00-04:00,2025-05-28 05:48:00-04:00,,,,2025-05-28 03:29:00,2025-05-28 05:48:00,2025-05
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21497.0,21469.25,21849.5,21513.0,21849.5,27.75,352.5,12.702702702702704,21496.5,21496.5,0.0,0.0,0.0,0.0,1045.25,1160.25,1.1100215259507296,,-1000.0,-2000.0,,2025-05-28 03:29:00-04:00,2025-05-28 05:48:00-04:00,2025-05-27,2025-05-27,2025-05-28,2025-05-28 03:29:00,2025-05-28 05:48:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21796.75,21816.75,20.0,200.0,,20.0,1065.25,1137.0,1.0673550809669092,4.0,-1000.0,-2000.0,150.0,2025-05-28 20:45:00-04:00,2025-05-28 21:44:00-04:00,,,,2025-05-28 20:45:00,2025-05-28 21:44:00,2025-05
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21797.0,21772.0,21872.0,21815.75,21872.0,25.0,75.0,3.0,21796.75,21816.75,20.0,200.0,0.000917567986052914,20.0,1065.25,1160.25,1.0891809434405069,,-1000.0,-2000.0,,2025-05-28 20:45:00-04:00,2025-05-28 21:44:00-04:00,2025-05-28,2025-05-28,2025-05-28,2025-05-28 20:45:00,2025-05-28 21:44:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21796.75,21772.0,-24.75,-247.5,,-49.5,1015.75,1137.0,1.1193699237016983,4.0,-1000.0,-2000.0,150.0,2025-05-28 20:45:00-04:00,2025-05-28 22:17:00-04:00,,,,2025-05-28 20:45:00,2025-05-28 22:17:00,2025-05
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21797.0,21772.0,21872.0,21815.75,21872.0,25.0,75.0,3.0,21796.75,21772.0,-24.75,-247.5,-0.0011354903827405227,-49.5,1015.75,1160.25,1.1422594142259415,,-1000.0,-2000.0,,2025-05-28 20:45:00-04:00,2025-05-28 22:17:00-04:00,2025-05-28,2025-05-28,2025-05-28,2025-05-28 20:45:00,2025-05-28 22:17:00,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21291.75,21266.75,-25.0,-250.0,,-75.0,940.75,1137.0,1.208610151474887,4.0,-1000.0,-2000.0,150.0,2025-06-02 04:46:00-04:00,2025-06-02 04:51:00-04:00,,,,2025-06-02 04:46:00,2025-06-02 04:51:00,2025-06
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21292.25,21266.75,21525.75,21310.5,21525.75,25.5,233.5,9.156862745098039,21291.75,21266.75,-25.0,-250.0,-0.0011741637019033746,-75.0,940.75,1160.25,1.2333244751528036,,-1000.0,-2000.0,,2025-06-02 04:46:00-04:00,2025-06-02 04:51:00-04:00,2025-06-01,2025-06-01,2025-06-02,2025-06-02 04:46:00,2025-06-02 04:51:00,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21293.25,21266.75,-26.5,-265.0,,-79.5,861.25,1137.0,1.3201741654571844,4.0,-1000.0,-2000.0,150.0,2025-06-02 05:01:00-04:00,2025-06-02 05:05:00-04:00,,,,2025-06-02 05:01:00,2025-06-02 05:05:00,2025-06
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21293.5,21266.75,21525.75,21310.5,21525.75,26.75,232.25,8.682242990654206,21293.25,21266.75,-26.5,-265.0,-0.0012445258473929854,-79.5,861.25,1160.25,1.3471698113207546,,-1000.0,-2000.0,,2025-06-02 05:01:00-04:00,2025-06-02 05:05:00-04:00,2025-06-01,2025-06-01,2025-06-02,2025-06-02 05:01:00,2025-06-02 05:05:00,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21452.5,21474.5,22.0,220.0,,22.0,883.25,1137.0,1.2872912538918766,4.0,-1000.0,-2000.0,150.0,2025-06-03 01:15:00-04:00,2025-06-03 02:43:00-04:00,,,,2025-06-03 01:15:00,2025-06-03 02:43:00,2025-06
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21453.75,21428.75,21759.75,21472.5,21759.75,25.0,306.0,12.24,21452.5,21474.5,22.0,220.0,0.001025521500990667,22.0,883.25,1160.25,1.3136144919332013,,-1000.0,-2000.0,,2025-06-03 01:15:00-04:00,2025-06-03 02:43:00-04:00,2025-06-02,2025-06-02,2025-06-03,2025-06-03 01:15:00,2025-06-03 02:43:00,2025-06
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21453.75,21428.75,21759.75,21472.5,21759.75,25.0,306.0,12.24,21452.5,21711.5,259.0,2590.0,0.012073184943479864,518.0,1401.25,1160.25,0.8280107047279215,,-1000.0,-2000.0,,2025-06-03 01:15:00-04:00,2025-06-03 16:56:00-04:00,2025-06-02,2025-06-02,2025-06-03,2025-06-03 01:15:00,2025-06-03 16:56:00,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21452.5,21711.5,259.0,2590.0,,518.0,1401.25,1137.0,0.8114183764495986,5.0,-1000.0,-2000.0,150.0,2025-06-03 01:15:00-04:00,2025-06-03 16:56:00-04:00,,,,2025-06-03 01:15:00,2025-06-03 16:56:00,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21823.5,21787.75,-35.75,-357.5,,-107.25,1294.0,1137.0,0.8786707882534776,5.0,-1000.0,-2000.0,150.0,2025-06-04 23:57:00-04:00,2025-06-05 00:55:00-04:00,,,,2025-06-04 23:57:00,2025-06-05 00:55:00,2025-06
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,21822.5,21787.75,21887.75,21831.5,21887.75,34.75,65.25,1.8776978417266188,21823.5,21787.75,-35.75,-357.5,-0.001638142369464135,-107.25,1294.0,1160.25,0.8966383307573416,,-1000.0,-2000.0,,2025-06-04 23:57:00-04:00,2025-06-05 00:55:00-04:00,2025-06-04,2025-06-04,2025-06-05,2025-06-04 23:57:00,2025-06-05 00:55:00,2025-06
