exit_month_et,trades,gross_pnl_dollars_5_mnq,avg_trade_dollars,gross_points,avg_points_per_trade,win_rate_pct,cumulative_pnl_dollars_5_mnq
2025-10,27,3555.6160714285943,131.68948412698498,355.56160714285943,13.168948412698498,48.148148148148145,3555.6160714285943
2025-11,14,5487.5,391.9642857142857,548.75,39.19642857142857,50.0,9043.116071428594
2025-12,13,239.41964285713766,18.416895604395204,23.941964285713766,1.8416895604395205,38.46153846153847,9282.535714285732
2026-01,27,3312.205357142848,122.67427248677214,331.2205357142848,12.267427248677214,48.148148148148145,12594.74107142858
2026-02,14,1429.0625,102.07589285714286,142.90625,10.207589285714286,28.57142857142857,14023.80357142858
2026-03,15,5676.437499999993,378.42916666666616,567.6437499999993,37.84291666666662,46.666666666666664,19700.241071428572
2026-04,2,332.5,166.25,33.25,16.625,50.0,20032.741071428572
