exit_month_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,avg_points_per_trade,win_rate_pct,trading_days,green_days,red_days,worst_day_dollars,best_day_dollars,avg_day_dollars,soft_loss_cap_breach_days,cumulative_pnl_dollars,account_balance_est,month_green,eligible_for_review_flag,strong_month_flag,conservative_payout_view,retained_buffer_view,equity_peak_est,drawdown_from_peak_dollars
2025-10,13,2438.2589285714494,243.82589285714494,187.55837912088072,18.755837912088072,46.15384615384615,6,4,2,-729.5624999999927,2312.5,406.37648809524154,0,2438.2589285714494,52438.25892857145,True,True,True,1950.6071428571595,487.6517857142899,52438.25892857145,0.0
2025-11,8,5720.0,572.0,715.0,71.5,62.5,4,4,0,22.5,4750.0,1430.0,0,8158.258928571449,58158.25892857145,True,True,True,4576.0,1144.0,58158.25892857145,0.0
2025-12,7,-652.5,-65.25,-93.21428571428571,-9.321428571428571,28.57142857142857,5,2,3,-425.0,267.5,-130.5,0,7505.758928571449,57505.75892857145,False,False,False,0.0,0.0,58158.25892857145,-652.5
2026-01,17,117.20535714284779,11.720535714284779,6.894432773108694,0.6894432773108693,35.294117647058826,10,5,5,-318.6517857142826,647.5,11.720535714284779,0,7622.964285714297,57622.9642857143,True,True,False,93.76428571427823,23.441071428569558,58158.25892857145,-535.2946428571522
2026-02,7,1724.0625,172.40625,246.29464285714286,24.629464285714285,28.57142857142857,5,1,4,-498.4375,3170.0,344.8125,0,9347.026785714297,59347.0267857143,True,True,False,1379.25,344.8125,59347.0267857143,0.0
2026-03,10,5318.937499999993,531.8937499999993,531.8937499999993,53.18937499999993,50.0,5,3,2,-292.5,4710.0,1063.7874999999985,0,14665.96428571429,64665.96428571429,True,True,True,4255.149999999994,1063.7874999999985,64665.96428571429,0.0
