side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,qualifying_days_count,prop_daily_loss_limit,prop_max_drawdown_limit,prop_qualifying_day_target,entry_time_et,exit_time_et,entry_apex_session_date,exit_apex_session_date,calendar_exit_date_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,realized_dollars_10_mnq,report_contracts,realized_dollars_dynamic_contracts
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,21767.25,21741.5,21873.5,21785.25,21873.5,25.75,106.25,4.12621359223301,21767.0,21767.0,0.0,0.0,0.0,0.0,1336.25,1160.25,0.868288119738073,,-1000.0,-2000.0,,2025-06-08 22:55:00-04:00,2025-06-09 05:35:00-04:00,2025-06-08,2025-06-08,2025-06-09,2025-06-08 22:55:00,2025-06-09 05:35:00,2025-06,2025-06,0.0,5,0.0
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21889.0,21864.0,21973.25,21907.75,21973.25,25.0,84.25,3.37,21887.5,21906.0,18.5,185.0,0.0008452312964020159,18.5,1354.75,1160.25,0.8564310758442517,,-1000.0,-2000.0,,2025-06-10 21:07:00-04:00,2025-06-10 23:06:00-04:00,2025-06-10,2025-06-10,2025-06-10,2025-06-10 21:07:00,2025-06-10 23:06:00,2025-06,2025-06,370.0,5,18.5
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21889.0,21864.0,21973.25,21907.75,21973.25,25.0,84.25,3.37,21887.5,21887.5,0.0,0.0,0.0,0.0,1354.75,1160.25,0.8564310758442517,,-1000.0,-2000.0,,2025-06-10 21:07:00-04:00,2025-06-11 03:16:00-04:00,2025-06-10,2025-06-10,2025-06-11,2025-06-10 21:07:00,2025-06-11 03:16:00,2025-06,2025-06,0.0,5,0.0
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21939.25,21914.25,22106.0,21958.0,22106.0,25.0,166.75,6.67,21934.0,21914.25,-19.75,-197.5,-0.0009004285584024441,-79.0,1275.75,1160.25,0.9094650205761317,,-1000.0,-2000.0,,2025-06-11 03:56:00-04:00,2025-06-11 04:04:00-04:00,2025-06-10,2025-06-10,2025-06-11,2025-06-11 03:56:00,2025-06-11 04:04:00,2025-06,2025-06,-395.0,10,-79.0
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,21881.25,21856.25,22106.0,21900.0,22106.0,25.0,224.75,8.99,21882.75,21856.25,-26.5,-265.0,-0.0012109995315945365,-106.0,1169.75,1160.25,0.9918786065398589,,-1000.0,-2000.0,,2025-06-12 14:49:00-04:00,2025-06-12 15:41:00-04:00,2025-06-11,2025-06-11,2025-06-12,2025-06-12 14:49:00,2025-06-12 15:41:00,2025-06,2025-06,-530.0,10,-106.0
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21749.75,21719.75,21854.75,21763.5,21854.75,30.0,105.0,3.5,21750.0,21771.5,21.5,215.0,0.0009885057471263892,21.5,1191.25,1160.25,0.9739769150052466,,-1000.0,-2000.0,,2025-06-15 22:42:00-04:00,2025-06-15 23:15:00-04:00,2025-06-15,2025-06-15,2025-06-15,2025-06-15 22:42:00,2025-06-15 23:15:00,2025-06,2025-06,430.0,5,21.5
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21749.75,21719.75,21854.75,21763.5,21854.75,30.0,105.0,3.5,21750.0,21854.75,104.75,1047.5,0.004816091954022994,314.25,1505.5,1160.25,0.7706741946197276,,-1000.0,-2000.0,,2025-06-15 22:42:00-04:00,2025-06-16 05:31:00-04:00,2025-06-15,2025-06-15,2025-06-16,2025-06-15 22:42:00,2025-06-16 05:31:00,2025-06,2025-06,2095.0,5,314.25
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21982.25,21957.0,22057.0,22000.75,22057.0,25.25,74.75,2.9603960396039604,21982.5,22010.5,28.0,280.0,0.0012737404753782045,28.0,1533.5,1160.25,0.7566025432018259,,-1000.0,-2000.0,,2025-06-17 20:48:00-04:00,2025-06-17 22:12:00-04:00,2025-06-17,2025-06-17,2025-06-17,2025-06-17 20:48:00,2025-06-17 22:12:00,2025-06,2025-06,560.0,5,28.0
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21982.25,21957.0,22057.0,22000.75,22057.0,25.25,74.75,2.9603960396039604,21982.5,22057.0,74.5,745.0,0.0033890594791310402,223.5,1757.0,1160.25,0.6603585657370518,,-1000.0,-2000.0,,2025-06-17 20:48:00-04:00,2025-06-18 01:04:00-04:00,2025-06-17,2025-06-17,2025-06-18,2025-06-17 20:48:00,2025-06-18 01:04:00,2025-06,2025-06,1490.0,5,223.5
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21905.25,21880.0,22097.75,21923.75,22097.75,25.25,192.5,7.623762376237623,21904.75,21925.75,21.0,210.0,0.0009586961732044319,21.0,1778.0,1160.25,0.6525590551181102,,-1000.0,-2000.0,,2025-06-19 20:18:00-04:00,2025-06-19 22:01:00-04:00,2025-06-19,2025-06-19,2025-06-19,2025-06-19 20:18:00,2025-06-19 22:01:00,2025-06,2025-06,420.0,5,21.0
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21905.25,21880.0,22097.75,21923.75,22097.75,25.25,192.5,7.623762376237623,21904.75,21880.0,-24.75,-247.5,-0.001129891918419501,-74.25,1703.75,1160.25,0.680997798972854,,-1000.0,-2000.0,,2025-06-19 20:18:00-04:00,2025-06-20 00:50:00-04:00,2025-06-19,2025-06-19,2025-06-20,2025-06-19 20:18:00,2025-06-20 00:50:00,2025-06,2025-06,-495.0,5,-74.25
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,22197.75,22168.930357142857,22384.5,22218.052232142858,22384.5,28.819642857142753,186.75,6.479955387570505,22196.75,22227.75,31.0,310.0,0.0013966008537285024,31.0,1734.75,1160.25,0.6688283614353653,,-1000.0,-2000.0,,2025-06-23 14:59:00-04:00,2025-06-23 15:02:00-04:00,2025-06-22,2025-06-22,2025-06-23,2025-06-23 14:59:00,2025-06-23 15:02:00,2025-06,2025-06,620.0,10,31.0
LONG,NYPM_CONTINUATION,MSS,A,PULLBACK_1M,22197.75,22168.930357142857,22384.5,22218.052232142858,22384.5,28.819642857142753,186.75,6.479955387570505,22196.75,22196.75,0.0,0.0,0.0,0.0,1734.75,1160.25,0.6688283614353653,,-1000.0,-2000.0,,2025-06-23 14:59:00-04:00,2025-06-23 16:48:00-04:00,2025-06-22,2025-06-22,2025-06-23,2025-06-23 14:59:00,2025-06-23 16:48:00,2025-06,2025-06,0.0,10,0.0
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22451.5,22423.75,22559.5,22467.5,22559.5,27.75,108.0,3.891891891891892,22452.0,22474.75,22.75,227.5,0.001013272759665007,22.75,1757.5,1160.25,0.6601706970128023,,-1000.0,-2000.0,,2025-06-25 02:56:00-04:00,2025-06-25 03:49:00-04:00,2025-06-24,2025-06-24,2025-06-25,2025-06-25 02:56:00,2025-06-25 03:49:00,2025-06,2025-06,455.0,5,22.75
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,22451.5,22423.75,22559.5,22467.5,22559.5,27.75,108.0,3.891891891891892,22452.0,22452.0,0.0,0.0,0.0,0.0,1757.5,1160.25,0.6601706970128023,,-1000.0,-2000.0,,2025-06-25 02:56:00-04:00,2025-06-25 07:10:00-04:00,2025-06-24,2025-06-24,2025-06-25,2025-06-25 02:56:00,2025-06-25 07:10:00,2025-06,2025-06,0.0,5,0.0
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,22505.25,22480.25,22580.25,22524.0,22580.25,25.0,75.0,3.0,22503.0,22522.0,19.0,190.0,0.0008443318668622801,19.0,1776.5,1160.25,0.65311004784689,,-1000.0,-2000.0,,2025-06-25 20:58:00-04:00,2025-06-25 22:09:00-04:00,2025-06-25,2025-06-25,2025-06-25,2025-06-25 20:58:00,2025-06-25 22:09:00,2025-06,2025-06,380.0,5,19.0
